"Date","Start_date","End_date","Ring","twiglitter_p_flux_mg_m2_d","Days"
"2013-10-09",2013-09-10,2013-10-09,2,0.0563368820895262,29
"2013-10-09",2013-09-10,2013-10-09,3,0.0383626836573292,29
"2013-10-09",2013-09-10,2013-10-09,4,0.025013445778374,29
"2013-10-09",2013-09-10,2013-10-09,5,0.0243729078697976,29
"2013-10-09",2013-09-10,2013-10-09,6,0.0362150569485344,29
"2013-11-11",2013-10-09,2013-11-11,1,0.0136444451249908,33
"2013-11-11",2013-10-09,2013-11-11,2,0.0467360398664088,33
"2013-11-11",2013-10-09,2013-11-11,3,0.0555532842319097,33
"2013-11-11",2013-10-09,2013-11-11,4,0.0167619431641665,33
"2013-11-11",2013-10-09,2013-11-11,5,0.0912598615428327,33
"2013-11-11",2013-10-09,2013-11-11,6,0.0740712668201299,33
"2013-12-12",2013-11-11,2013-12-12,1,0.016853303775666,31
"2013-12-12",2013-11-11,2013-12-12,2,0.025710588418538,31
"2013-12-12",2013-11-11,2013-12-12,3,0.0170942838876302,31
"2013-12-12",2013-11-11,2013-12-12,4,0.0113327755048077,31
"2013-12-12",2013-11-11,2013-12-12,5,0.0291050293312759,31
"2013-12-12",2013-11-11,2013-12-12,6,0.0282507095107952,31
"2014-01-14",2013-12-12,2014-01-14,1,0.011833885426609,33
"2014-01-14",2013-12-12,2014-01-14,2,0.0124097212652038,33
"2014-01-14",2013-12-12,2014-01-14,3,0.0156756294628957,33
"2014-01-14",2013-12-12,2014-01-14,4,0.0245001726886517,33
"2014-01-14",2013-12-12,2014-01-14,5,0.0197001767719302,33
"2014-01-14",2013-12-12,2014-01-14,6,0.018406619674937,33
"2014-02-26",2014-01-14,2014-02-26,1,0.0204871369012878,43
"2014-02-26",2014-01-14,2014-02-26,2,0.0298665966811729,43
"2014-02-26",2014-01-14,2014-02-26,3,0.0183573973752828,43
"2014-02-26",2014-01-14,2014-02-26,4,0.0143332641312593,43
"2014-02-26",2014-01-14,2014-02-26,5,0.0312228267610948,43
"2014-02-26",2014-01-14,2014-02-26,6,0.0212740558813276,43
"2014-03-13",2014-02-26,2014-03-13,1,0.0123360470121461,15
"2014-03-13",2014-02-26,2014-03-13,2,0.0072976437781895,15
"2014-03-13",2014-02-26,2014-03-13,3,0.00297063612374376,15
"2014-03-13",2014-02-26,2014-03-13,4,0.00469219396253252,15
"2014-03-13",2014-02-26,2014-03-13,5,0.0102023468642973,15
"2014-03-13",2014-02-26,2014-03-13,6,0.0092257593621919,15
"2014-04-14",2014-03-13,2014-04-14,1,0.024639518515845,32
"2014-04-14",2014-03-13,2014-04-14,2,0.0265096600240021,32
"2014-04-14",2014-03-13,2014-04-14,3,0.0111610977766549,32
"2014-04-14",2014-03-13,2014-04-14,4,0.0191998799898939,32
"2014-04-14",2014-03-13,2014-04-14,5,0.0163650853492926,32
"2014-04-14",2014-03-13,2014-04-14,6,0.0132003023938857,32
"2014-05-07",2014-04-14,2014-05-07,1,0.0161459317397895,23
"2014-05-07",2014-04-14,2014-05-07,2,0.0125437061976844,23
"2014-05-07",2014-04-14,2014-05-07,3,0.0206005173891074,23
"2014-05-07",2014-04-14,2014-05-07,4,0.00599900861216688,23
"2014-05-07",2014-04-14,2014-05-07,5,0.0284836434738669,23
"2014-05-07",2014-04-14,2014-05-07,6,0.0215737252015731,23
"2014-06-12",2014-05-07,2014-06-12,1,0.00144255130256583,36
"2014-06-12",2014-05-07,2014-06-12,2,0.00174180457301668,36
"2014-06-12",2014-05-07,2014-06-12,3,0.00157815044073887,36
"2014-06-12",2014-05-07,2014-06-12,4,0.00686241122059402,36
"2014-06-12",2014-05-07,2014-06-12,5,0.00463466221716917,36
"2014-06-12",2014-05-07,2014-06-12,6,0.0059499396440402,36
"2014-07-03",2014-06-12,2014-07-03,1,0.0258657270386679,21
"2014-07-03",2014-06-12,2014-07-03,2,0.0452606234509974,21
"2014-07-03",2014-06-12,2014-07-03,3,0.055183880146298,21
"2014-07-03",2014-06-12,2014-07-03,4,0.0350984594191391,21
"2014-07-03",2014-06-12,2014-07-03,5,0.0376544942130465,21
"2014-07-03",2014-06-12,2014-07-03,6,0.0718587129141703,21
"2014-08-14",2014-07-03,2014-08-14,1,0.0040625977525927,42
"2014-08-14",2014-07-03,2014-08-14,2,0.0151000384994827,42
"2014-08-14",2014-07-03,2014-08-14,3,0.0066735695035973,42
"2014-08-14",2014-07-03,2014-08-14,4,0.00189825759763228,42
"2014-08-14",2014-07-03,2014-08-14,5,0.00656203379532713,42
"2014-08-14",2014-07-03,2014-08-14,6,0.00763574827353883,42
"2014-09-15",2014-08-14,2014-09-15,1,0.00292049922625063,32
"2014-09-15",2014-08-14,2014-09-15,2,0.00332631300530571,32
"2014-09-15",2014-08-14,2014-09-15,3,0.00317453377652856,32
"2014-09-15",2014-08-14,2014-09-15,4,0.00155204846197574,32
"2014-09-15",2014-08-14,2014-09-15,5,0.00622538608514402,32
"2014-09-15",2014-08-14,2014-09-15,6,0.0116105336502021,32
"2014-10-16",2014-09-15,2014-10-16,1,0.0140713785065771,31
"2014-10-16",2014-09-15,2014-10-16,2,0.0205110922753428,31
"2014-10-16",2014-09-15,2014-10-16,3,0.0117089695256413,31
"2014-10-16",2014-09-15,2014-10-16,4,0.00978816891880879,31
"2014-10-16",2014-09-15,2014-10-16,5,0.0111207701022022,31
"2014-10-16",2014-09-15,2014-10-16,6,0.00949931946730998,31
"2014-11-12",2014-10-16,2014-11-12,1,0.0151186766604906,27
"2014-11-12",2014-10-16,2014-11-12,2,0.0179182457470103,27
"2014-11-12",2014-10-16,2014-11-12,3,0.0262692062957349,27
"2014-11-12",2014-10-16,2014-11-12,4,0.0149614470458331,27
"2014-11-12",2014-10-16,2014-11-12,5,0.0431708468014684,27
"2014-11-12",2014-10-16,2014-11-12,6,0.0378024699155952,27
"2014-12-16",2014-11-12,2014-12-16,1,0.0326766619356181,34
"2014-12-16",2014-11-12,2014-12-16,2,0.0249602907737122,34
"2014-12-16",2014-11-12,2014-12-16,3,0.0181342329756562,34
"2014-12-16",2014-11-12,2014-12-16,4,0.0301543690366495,34
"2014-12-16",2014-11-12,2014-12-16,5,0.027587276699462,34
"2014-12-16",2014-11-12,2014-12-16,6,0.0619152386826382,34
"2015-01-13",2014-12-16,2015-01-13,1,0.0147964678228542,28
"2015-01-13",2014-12-16,2015-01-13,2,0.0156797602504873,28
"2015-01-13",2014-12-16,2015-01-13,3,0.0289181494983036,28
"2015-01-13",2014-12-16,2015-01-13,4,0.0336155525878871,28
"2015-01-13",2014-12-16,2015-01-13,5,0.0138438199307009,28
"2015-01-13",2014-12-16,2015-01-13,6,0.0891186927019419,28
"2015-02-11",2015-01-13,2015-02-11,1,0.00439158578871251,29
"2015-02-11",2015-01-13,2015-02-11,2,0.007360365736788,29
"2015-02-11",2015-01-13,2015-02-11,3,0.00630706469655521,29
"2015-02-11",2015-01-13,2015-02-11,4,0.00281588140997717,29
"2015-02-11",2015-01-13,2015-02-11,5,0.0112748514575456,29
"2015-02-11",2015-01-13,2015-02-11,6,0.0127741065672318,29
"2015-03-12",2015-02-11,2015-03-12,1,0.0725040620480563,29
"2015-03-12",2015-02-11,2015-03-12,2,0.0215342017912216,29
"2015-03-12",2015-02-11,2015-03-12,3,0.0790512947525371,29
"2015-03-12",2015-02-11,2015-03-12,4,0.0135480846299942,29
"2015-03-12",2015-02-11,2015-03-12,5,0.024699343102577,29
"2015-03-12",2015-02-11,2015-03-12,6,0.0458170379502013,29
"2015-04-17",2015-03-12,2015-04-17,1,0.0161498687608781,36
"2015-04-17",2015-03-12,2015-04-17,2,0.0078154827073157,36
"2015-04-17",2015-03-12,2015-04-17,3,0.00845755432036382,36
"2015-04-17",2015-03-12,2015-04-17,4,0.00850317219695694,36
"2015-04-17",2015-03-12,2015-04-17,5,0.00636564883659376,36
"2015-04-17",2015-03-12,2015-04-17,6,0.0069658497557689,36
"2015-06-09",2015-04-17,2015-06-09,1,0.00411955247075424,53
"2015-06-09",2015-04-17,2015-06-09,2,0.0121533769675937,53
"2015-06-09",2015-04-17,2015-06-09,3,0.0241123184951424,53
"2015-06-09",2015-04-17,2015-06-09,4,0.00412497497306626,53
"2015-06-09",2015-04-17,2015-06-09,5,0.00506306787304432,53
"2015-06-09",2015-04-17,2015-06-09,6,0.0195295293983049,53
"2015-08-24",2015-06-09,2015-08-24,1,0.00408129936703811,76
"2015-08-24",2015-06-09,2015-08-24,2,0.00382037711762985,76
"2015-08-24",2015-06-09,2015-08-24,3,0.00451779041780804,76
"2015-08-24",2015-06-09,2015-08-24,4,0.00764723677561767,76
"2015-08-24",2015-06-09,2015-08-24,5,0.0200240269540704,76
"2015-08-24",2015-06-09,2015-08-24,6,0.00652305623520651,76
"2015-09-11",2015-08-24,2015-09-11,1,0.00371557604850935,18
"2015-09-11",2015-08-24,2015-09-11,2,0.00184980489585087,18
"2015-09-11",2015-08-24,2015-09-11,3,0.00123852534950312,18
"2015-09-11",2015-08-24,2015-09-11,4,0.0157541336814328,18
"2015-09-11",2015-08-24,2015-09-11,5,0.00169014232777497,18
"2015-09-11",2015-08-24,2015-09-11,6,0.00444318118016956,18
"2015-10-16",2015-09-11,2015-10-16,1,0.0104165162780625,35
"2015-10-16",2015-09-11,2015-10-16,2,0.0140447015086985,35
"2015-10-16",2015-09-11,2015-10-16,3,0.00456309102721432,35
"2015-10-16",2015-09-11,2015-10-16,4,0.0154546849057966,35
"2015-10-16",2015-09-11,2015-10-16,5,0.00954495416155346,35
"2015-10-16",2015-09-11,2015-10-16,6,0.0241949397242475,35
"2015-11-23",2015-10-16,2015-11-23,1,0.0249480565676445,38
"2015-11-23",2015-10-16,2015-11-23,2,0.018289407196617,38
"2015-11-23",2015-10-16,2015-11-23,3,0.0238935633360815,38
"2015-11-23",2015-10-16,2015-11-23,4,0.0214247958830883,38
"2015-11-23",2015-10-16,2015-11-23,5,0.0400242845934949,38
"2015-11-23",2015-10-16,2015-11-23,6,0.0205302053136885,38
"2015-12-17",2015-11-23,2015-12-17,1,0.0558636516759307,24
"2015-12-17",2015-11-23,2015-12-17,2,0.0750932973303015,24
"2015-12-17",2015-11-23,2015-12-17,3,0.0410903023412498,24
"2015-12-17",2015-11-23,2015-12-17,4,0.0735229019285835,24
"2015-12-17",2015-11-23,2015-12-17,5,0.112476576974903,24
"2015-12-17",2015-11-23,2015-12-17,6,0.0488054257200606,24
"2016-01-20",2015-12-17,2016-01-20,1,0.0153779203697649,34
"2016-01-20",2015-12-17,2016-01-20,2,0.0389199647772196,34
"2016-01-20",2015-12-17,2016-01-20,3,0.0139071463603127,34
"2016-01-20",2015-12-17,2016-01-20,4,0.0107977513895907,34
"2016-01-20",2015-12-17,2016-01-20,5,0.0384731779270576,34
"2016-01-20",2015-12-17,2016-01-20,6,0.0206475901376215,34
"2016-02-22",2016-01-20,2016-02-22,1,0.0135733918262973,33
"2016-02-22",2016-01-20,2016-02-22,2,0.0153910568545486,33
"2016-02-22",2016-01-20,2016-02-22,3,0.0391164997626594,33
"2016-02-22",2016-01-20,2016-02-22,4,0.0344435703676481,33
"2016-02-22",2016-01-20,2016-02-22,5,0.0371022631570889,33
"2016-02-22",2016-01-20,2016-02-22,6,0.061738404765186,33
"2016-03-10",2016-02-22,2016-03-10,1,0.0182482239990488,17
"2016-03-10",2016-02-22,2016-03-10,2,0.00928592129120471,17
"2016-03-10",2016-02-22,2016-03-10,3,0.0200402015278067,17
"2016-03-10",2016-02-22,2016-03-10,4,0.00678632999435247,17
"2016-03-10",2016-02-22,2016-03-10,5,0.0359844544184525,17
"2016-03-10",2016-02-22,2016-03-10,6,0.0388728710281486,17
"2016-04-05",2016-03-10,2016-04-05,1,0.00700480040424456,26
"2016-04-05",2016-03-10,2016-04-05,2,0.00970029055078322,26
"2016-04-05",2016-03-10,2016-04-05,3,0.0356682668014149,26
"2016-04-05",2016-03-10,2016-04-05,4,0.0104124557857504,26
"2016-04-05",2016-03-10,2016-04-05,5,0.03245799646286,26
"2016-04-05",2016-03-10,2016-04-05,6,0.0193374178878222,26
"2016-05-13",2016-04-05,2016-05-13,1,0.017677887556182,38
"2016-05-13",2016-04-05,2016-05-13,2,0.015158340203718,38
"2016-05-13",2016-04-05,2016-05-13,3,0.0222750890933752,38
"2016-05-13",2016-04-05,2016-05-13,4,0.014954140182442,38
"2016-05-13",2016-04-05,2016-05-13,5,0.0178885701178161,38
"2016-05-13",2016-04-05,2016-05-13,6,0.0272072218823968,38
"2016-06-28",2016-05-13,2016-06-28,1,0.0344603389942219,46
"2016-06-28",2016-05-13,2016-06-28,2,0.0200157358789024,46
"2016-06-28",2016-05-13,2016-06-28,3,0.00983561087066371,46
"2016-06-28",2016-05-13,2016-06-28,4,0.0194382730628117,46
"2016-06-28",2016-05-13,2016-06-28,5,0.0177505107981634,46
"2016-06-28",2016-05-13,2016-06-28,6,0.012351635103368,46
"2016-07-26",2016-06-28,2016-07-26,1,0.0451792932938714,28
"2016-07-26",2016-06-28,2016-07-26,2,0.013045781728558,28
"2016-07-26",2016-06-28,2016-07-26,3,0.0273565518299285,28
"2016-07-26",2016-06-28,2016-07-26,4,0.0144898668158522,28
"2016-07-26",2016-06-28,2016-07-26,5,0.0176291913303978,28
"2016-07-26",2016-06-28,2016-07-26,6,0.0621853118458096,28
"2016-08-30",2016-07-26,2016-08-30,1,0.00754845520825815,35
"2016-08-30",2016-07-26,2016-08-30,2,0.00479669179445401,35
"2016-08-30",2016-07-26,2016-08-30,3,0.000780065689742295,35
"2016-08-30",2016-07-26,2016-08-30,4,0.00312730094564354,35
"2016-08-30",2016-07-26,2016-08-30,5,0.00917310329892442,35
"2016-08-30",2016-07-26,2016-08-30,6,0.0187696708294233,35
"2016-09-13",2016-08-30,2016-09-13,1,0.0542321609037754,14
"2016-09-13",2016-08-30,2016-09-13,2,0.000539594311701437,14
"2016-09-13",2016-08-30,2016-09-13,3,0.00250442142496211,14
"2016-09-13",2016-08-30,2016-09-13,4,0.00972736049953079,14
"2016-09-13",2016-08-30,2016-09-13,5,0.0165485364181043,14
"2016-09-13",2016-08-30,2016-09-13,6,0.00844582400923988,14
"2016-10-13",2016-09-13,2016-10-13,1,0.0171614451743305,30
"2016-10-13",2016-09-13,2016-10-13,2,0.0176746462860031,30
"2016-10-13",2016-09-13,2016-10-13,3,0.0113643254168772,30
"2016-10-13",2016-09-13,2016-10-13,4,0.0259406055246758,30
"2016-10-13",2016-09-13,2016-10-13,5,0.0520810173488294,30
"2016-10-13",2016-09-13,2016-10-13,6,0.0351878052888665,30
"2016-11-07",2016-10-13,2016-11-07,1,0.00588415866599293,25
"2016-11-07",2016-10-13,2016-11-07,2,0.0154732187973724,25
"2016-11-07",2016-10-13,2016-11-07,3,0.00190500252652856,25
"2016-11-07",2016-10-13,2016-11-07,4,0.00589893885800909,25
"2016-11-07",2016-10-13,2016-11-07,5,0.0181320111167256,25
"2016-11-07",2016-10-13,2016-11-07,6,0.0209531509420342,25
"2016-12-12",2016-11-09,2016-12-12,1,0.0158688004348692,33
"2016-12-12",2016-11-09,2016-12-12,2,0.0143206955864864,33
"2016-12-12",2016-11-09,2016-12-12,3,0.0213653398563706,33
"2016-12-12",2016-11-09,2016-12-12,4,0.0294907130935429,33
"2016-12-12",2016-11-09,2016-12-12,5,0.0351800917206424,33
"2016-12-12",2016-11-09,2016-12-12,6,0.0405146091175487,33
