"Date","Start_date","End_date","Ring","seedlitter_p_flux_mg_m2_d","Days"
"2014-05-07",2014-04-14,2014-05-07,5,0.00448772282608696,23
"2014-05-07",2014-04-14,2014-05-07,6,0.00324590775104173,23
"2014-06-12",2014-05-07,2014-06-12,1,0.00394466348166161,36
"2014-06-12",2014-05-07,2014-06-12,2,0.000997028022795671,36
"2014-06-12",2014-05-07,2014-06-12,3,0.00129469623016612,36
"2014-06-12",2014-05-07,2014-06-12,4,0.000976565534661012,36
"2014-06-12",2014-05-07,2014-06-12,5,0.00392656736111111,36
"2014-06-12",2014-05-07,2014-06-12,6,0.00451392343156383,36
"2014-07-03",2014-06-12,2014-07-03,1,0.00230850978658855,21
"2014-07-03",2014-06-12,2014-07-03,2,0.00605297276927643,21
"2014-07-03",2014-06-12,2014-07-03,3,0.00849450581048353,21
"2014-07-03",2014-06-12,2014-07-03,4,0.00441461132107032,21
"2014-07-03",2014-06-12,2014-07-03,5,0.00576965,21
"2014-07-03",2014-06-12,2014-07-03,6,0.00247906795271481,21
"2014-08-14",2014-07-03,2014-08-14,1,0.000246443361170264,42
"2014-08-14",2014-07-03,2014-08-14,2,0.00144737841789825,42
"2014-08-14",2014-07-03,2014-08-14,3,0.00101850006308416,42
"2014-08-14",2014-07-03,2014-08-14,4,0.00126600837058793,42
"2014-08-14",2014-07-03,2014-08-14,5,0.00430528541666667,42
"2014-08-14",2014-07-03,2014-08-14,6,0.000887250670043896,42
"2014-09-15",2014-08-14,2014-09-15,1,0.000585793514947312,32
"2014-09-15",2014-08-14,2014-09-15,2,0.00134786086029675,32
"2014-09-15",2014-08-14,2014-09-15,3,0.00153995594905614,32
"2014-09-15",2014-08-14,2014-09-15,4,0.00364205433988301,32
"2014-09-15",2014-08-14,2014-09-15,5,0.00489524765625,32
"2014-09-15",2014-08-14,2014-09-15,6,0.00389845513849193,32
"2014-10-16",2014-09-15,2014-10-16,1,7.08898100756875e-07,31
"2014-10-16",2014-09-15,2014-10-16,2,0.00656406217208083,31
"2014-10-16",2014-09-15,2014-10-16,3,0.00112543124330342,31
"2014-10-16",2014-09-15,2014-10-16,4,0.00215093139173237,31
"2014-10-16",2014-09-15,2014-10-16,5,0.0135614133064516,31
"2014-10-16",2014-09-15,2014-10-16,6,0.00907731804571318,31
"2014-11-12",2014-10-16,2014-11-12,1,0.00227979003654888,27
"2014-11-12",2014-10-16,2014-11-12,2,0.000771837578768813,27
"2014-11-12",2014-10-16,2014-11-12,3,0.00311604179676009,27
"2014-11-12",2014-10-16,2014-11-12,4,0.00681852731133174,27
"2014-11-12",2014-10-16,2014-11-12,5,0.00181613333333333,27
"2014-11-12",2014-10-16,2014-11-12,6,0.0259147428642139,27
"2014-12-16",2014-11-12,2014-12-16,1,0.001129170424785,34
"2014-12-16",2014-11-12,2014-12-16,2,0.00452374768316403,34
"2014-12-16",2014-11-12,2014-12-16,3,0.00156334437878122,34
"2014-12-16",2014-11-12,2014-12-16,4,0.00148856315619561,34
"2014-12-16",2014-11-12,2014-12-16,5,0.000320116176470588,34
"2014-12-16",2014-11-12,2014-12-16,6,0.0127636386386872,34
"2015-01-13",2014-12-16,2015-01-13,1,0.00162856679754235,28
"2015-01-13",2014-12-16,2015-01-13,2,0.00340438552787787,28
"2015-01-13",2014-12-16,2015-01-13,3,0.00217437205214042,28
"2015-01-13",2014-12-16,2015-01-13,4,0,28
"2015-01-13",2014-12-16,2015-01-13,5,0.00859183124999999,28
"2015-01-13",2014-12-16,2015-01-13,6,0.0922320473187403,28
"2015-02-11",2015-01-13,2015-02-11,1,0.000825988511192233,29
"2015-02-11",2015-01-13,2015-02-11,2,0.000119237953692924,29
"2015-02-11",2015-01-13,2015-02-11,3,0.00126201177488519,29
"2015-02-11",2015-01-13,2015-02-11,4,0.00188712367671858,29
"2015-02-11",2015-01-13,2015-02-11,5,0.016547698275862,29
"2015-02-11",2015-01-13,2015-02-11,6,0.0025947487665023,29
"2015-03-12",2015-02-11,2015-03-12,1,0.00105862931205096,29
"2015-03-12",2015-02-11,2015-03-12,2,0.00129969369525288,29
"2015-03-12",2015-02-11,2015-03-12,3,0.00202430930747971,29
"2015-03-12",2015-02-11,2015-03-12,4,0.00542736769424262,29
"2015-03-12",2015-02-11,2015-03-12,5,0.0145843068965517,29
"2015-03-12",2015-02-11,2015-03-12,6,0.00415451347445593,29
"2015-04-17",2015-03-12,2015-04-17,1,0,36
"2015-04-17",2015-03-12,2015-04-17,2,0.000448246381475253,36
"2015-04-17",2015-03-12,2015-04-17,3,0.00169237428700699,36
"2015-04-17",2015-03-12,2015-04-17,4,0.000121614636944086,36
"2015-04-17",2015-03-12,2015-04-17,5,0,36
"2015-04-17",2015-03-12,2015-04-17,6,0.000446225521330451,36
"2015-06-09",2015-04-17,2015-06-09,1,0.00117757337340821,53
"2015-06-09",2015-04-17,2015-06-09,2,0.000791620024643092,53
"2015-06-09",2015-04-17,2015-06-09,3,0.00091800501360683,53
"2015-06-09",2015-04-17,2015-06-09,4,0.000301512514989677,53
"2015-06-09",2015-04-17,2015-06-09,5,0.000683110849056604,53
"2015-06-09",2015-04-17,2015-06-09,6,0.00102494501572724,53
"2015-08-24",2015-06-09,2015-08-24,1,0.00649154780554927,76
"2015-08-24",2015-06-09,2015-08-24,2,0,76
"2015-08-24",2015-06-09,2015-08-24,3,5.6653779367911e-05,76
"2015-08-24",2015-06-09,2015-08-24,4,1.72820799867911e-05,76
"2015-08-24",2015-06-09,2015-08-24,5,0.00384950493421053,76
"2015-08-24",2015-06-09,2015-08-24,6,0.00305930239693315,76
"2015-09-11",2015-08-24,2015-09-11,1,0.0208282138647933,18
"2015-09-11",2015-08-24,2015-09-11,2,0,18
"2015-09-11",2015-08-24,2015-09-11,3,0.000920938657947264,18
"2015-09-11",2015-08-24,2015-09-11,4,0,18
"2015-09-11",2015-08-24,2015-09-11,5,0.00362298611111111,18
"2015-09-11",2015-08-24,2015-09-11,6,0.00511985071842307,18
"2015-10-16",2015-09-11,2015-10-16,1,0.000571371869210039,35
"2015-10-16",2015-09-11,2015-10-16,2,0.000454466943503889,35
"2015-10-16",2015-09-11,2015-10-16,3,0.00100876100863092,35
"2015-10-16",2015-09-11,2015-10-16,4,0.000100071472685419,35
"2015-10-16",2015-09-11,2015-10-16,5,0.010530575,35
"2015-10-16",2015-09-11,2015-10-16,6,0.0194098036541423,35
"2015-11-23",2015-10-16,2015-11-23,1,0.00040481812595853,38
"2015-11-23",2015-10-16,2015-11-23,2,0.00044285394380337,38
"2015-11-23",2015-10-16,2015-11-23,3,0.000317261164460301,38
"2015-11-23",2015-10-16,2015-11-23,4,0.000864103999339557,38
"2015-11-23",2015-10-16,2015-11-23,5,0.00250321381578947,38
"2015-11-23",2015-10-16,2015-11-23,6,0.0076037570483775,38
"2015-12-17",2015-11-23,2015-12-17,1,0.00130023726647156,24
"2015-12-17",2015-11-23,2015-12-17,2,0.00410145439049856,24
"2015-12-17",2015-11-23,2015-12-17,3,0.00318441451530466,24
"2015-12-17",2015-11-23,2015-12-17,4,0.00207961029174387,24
"2015-12-17",2015-11-23,2015-12-17,5,0.0104192083333333,24
"2015-12-17",2015-11-23,2015-12-17,6,0.00061649578604865,24
"2016-01-20",2015-12-17,2016-01-20,1,0,34
"2016-01-20",2015-12-17,2016-01-20,2,0,34
"2016-01-20",2015-12-17,2016-01-20,3,0,34
"2016-01-20",2015-12-17,2016-01-20,4,0.000495758490601479,34
"2016-01-20",2015-12-17,2016-01-20,5,0.00179238602941177,34
"2016-01-20",2015-12-17,2016-01-20,6,0.000478690845637775,34
"2016-02-22",2016-01-20,2016-02-22,1,5.32747663599104e-05,33
"2016-02-22",2016-01-20,2016-02-22,2,0,33
"2016-02-22",2016-01-20,2016-02-22,3,6.5237685332746e-06,33
"2016-02-22",2016-01-20,2016-02-22,4,0.000305142179968797,33
"2016-02-22",2016-01-20,2016-02-22,5,0.000790469696969694,33
"2016-02-22",2016-01-20,2016-02-22,6,0.000160128775597052,33
"2016-03-10",2016-02-22,2016-03-10,1,0.000465370753202746,17
"2016-03-10",2016-02-22,2016-03-10,2,0.000420372236744859,17
"2016-03-10",2016-02-22,2016-03-10,3,5.06551439054263e-05,17
"2016-03-10",2016-02-22,2016-03-10,4,0.00245947718713981,17
"2016-03-10",2016-02-22,2016-03-10,5,0.0208075514705882,17
"2016-03-10",2016-02-22,2016-03-10,6,0.0230890623467363,17
"2016-04-05",2016-03-10,2016-04-05,1,0.000101426959031368,26
"2016-04-05",2016-03-10,2016-04-05,2,0.000202660844371857,26
"2016-04-05",2016-03-10,2016-04-05,3,0,26
"2016-04-05",2016-03-10,2016-04-05,4,0.00109453173249677,26
"2016-04-05",2016-03-10,2016-04-05,5,0.000657326923076923,26
"2016-04-05",2016-03-10,2016-04-05,6,0.00226816251834162,26
"2016-05-13",2016-04-05,2016-05-13,1,0.00170023612902583,38
"2016-05-13",2016-04-05,2016-05-13,2,0.0002851251419008,38
"2016-05-13",2016-04-05,2016-05-13,3,0.00206786294692875,38
"2016-05-13",2016-04-05,2016-05-13,4,0.0039633570103041,38
"2016-05-13",2016-04-05,2016-05-13,5,0.0178124671052631,38
"2016-05-13",2016-04-05,2016-05-13,6,0.00243075481356325,38
"2016-06-28",2016-05-13,2016-06-28,1,0.000152875416511047,46
"2016-06-28",2016-05-13,2016-06-28,2,2.50572511383682e-05,46
"2016-06-28",2016-05-13,2016-06-28,3,0.000182523697876617,46
"2016-06-28",2016-05-13,2016-06-28,4,0.000813760548943249,46
"2016-06-28",2016-05-13,2016-06-28,5,0.0057343125,46
"2016-06-28",2016-05-13,2016-06-28,6,0.0057115845619265,46
"2016-07-26",2016-06-28,2016-07-26,1,7.32528037448766e-05,28
"2016-07-26",2016-06-28,2016-07-26,2,0,28
"2016-07-26",2016-06-28,2016-07-26,3,4.61323631995847e-05,28
"2016-07-26",2016-06-28,2016-07-26,4,0,28
"2016-07-26",2016-06-28,2016-07-26,5,0.001060125,28
"2016-07-26",2016-06-28,2016-07-26,6,0.00040009318359892,28
"2016-08-30",2016-07-26,2016-08-30,1,0.000420680387220578,35
"2016-08-30",2016-07-26,2016-08-30,2,0.000790377293050243,35
"2016-08-30",2016-07-26,2016-08-30,3,0.00153159445822621,35
"2016-08-30",2016-07-26,2016-08-30,4,0.000675482440626579,35
"2016-08-30",2016-07-26,2016-08-30,5,0.000417625,35
"2016-08-30",2016-07-26,2016-08-30,6,1.20782847878919e-05,35
"2016-09-13",2016-08-30,2016-09-13,1,1.56970293739022e-05,14
"2016-09-13",2016-08-30,2016-09-13,2,0,14
"2016-09-13",2016-08-30,2016-09-13,3,0,14
"2016-09-13",2016-08-30,2016-09-13,4,0.000359631854963225,14
"2016-09-13",2016-08-30,2016-09-13,5,0.001574125,14
"2016-09-13",2016-08-30,2016-09-13,6,0,14
"2016-10-13",2016-09-13,2016-10-13,1,0,30
"2016-10-13",2016-09-13,2016-10-13,2,0,30
"2016-10-13",2016-09-13,2016-10-13,3,0,30
"2016-10-13",2016-09-13,2016-10-13,4,0.00258309488869238,30
"2016-10-13",2016-09-13,2016-10-13,5,0.00534452916666666,30
"2016-10-13",2016-09-13,2016-10-13,6,0,30
"2016-11-07",2016-10-13,2016-11-07,1,0,25
"2016-11-07",2016-10-13,2016-11-07,2,0,25
"2016-11-07",2016-10-13,2016-11-07,3,0.000757800952825177,25
"2016-11-07",2016-10-13,2016-11-07,4,0.00134846309443602,25
"2016-11-07",2016-10-13,2016-11-07,5,0.011936365,25
"2016-11-07",2016-10-13,2016-11-07,6,0,25
"2016-12-12",2016-11-09,2016-12-12,1,0.00115872616832805,33
"2016-12-12",2016-11-09,2016-12-12,2,0.000400511052538928,33
"2016-12-12",2016-11-09,2016-12-12,3,0.000456663797329222,33
"2016-12-12",2016-11-09,2016-12-12,4,0.00850417988521733,33
"2016-12-12",2016-11-09,2016-12-12,5,0.0104873522727273,33
"2016-12-12",2016-11-09,2016-12-12,6,0.0195041224867349,33
