"Date","Ring","leaf_flux","Start_date","End_date","Days"
2015-04-15,"1",NA,NA,NA,NA
2015-04-15,"2",NA,NA,NA,NA
2015-04-16,"5",NA,NA,NA,NA
2015-04-16,"6",NA,NA,NA,NA
2015-04-17,"1",120.864298560428,2015-03-12,2015-04-17,37
2015-04-17,"2",142.800244944533,2015-03-12,2015-04-17,37
2015-04-17,"3",286.697187603271,2015-03-12,2015-04-17,37
2015-04-17,"4",192.282292822343,2015-03-12,2015-04-17,37
2015-04-17,"5",88.8414327424937,2015-03-12,2015-04-17,37
2015-04-17,"6",370.511487685342,2015-03-12,2015-04-17,37
2015-06-09,"1",-85.5947382732775,2015-04-17,2015-06-09,54
2015-06-09,"2",-20.7700248596778,2015-04-17,2015-06-09,54
2015-06-09,"3",30.9091546293777,2015-04-17,2015-06-09,54
2015-06-09,"4",-98.5405874184268,2015-04-17,2015-06-09,54
2015-06-09,"5",-108.500532552938,2015-04-17,2015-06-09,54
2015-06-09,"6",60.0888644256787,2015-04-17,2015-06-09,54
2015-08-24,"1",-38.4754572028466,2015-06-09,2015-08-24,77
2015-08-24,"2",8.89620371597947,2015-06-09,2015-08-24,77
2015-08-24,"3",-33.6242900207838,2015-06-09,2015-08-24,77
2015-08-24,"4",141.663835243005,2015-06-09,2015-08-24,77
2015-08-24,"5",70.0817077855768,2015-06-09,2015-08-24,77
2015-08-24,"6",-3.42416433829812,2015-06-09,2015-08-24,77
2015-09-11,"1",194.334722649583,2015-08-24,2015-09-11,19
2015-09-11,"2",235.519283765981,2015-08-24,2015-09-11,19
2015-09-11,"3",76.2952715832025,2015-08-24,2015-09-11,19
2015-09-11,"4",239.536673276401,2015-08-24,2015-09-11,19
2015-09-11,"5",304.859710814643,2015-08-24,2015-09-11,19
2015-09-11,"6",-15.9918425943167,2015-08-24,2015-09-11,19
2015-10-16,"1",1586.97851108883,2015-09-11,2015-10-16,36
2015-10-16,"2",1644.91847659956,2015-09-11,2015-10-16,36
2015-10-16,"3",1411.58884659982,2015-09-11,2015-10-16,36
2015-10-16,"4",1256.19074441109,2015-09-11,2015-10-16,36
2015-10-16,"5",1874.91621370494,2015-09-11,2015-10-16,36
2015-10-16,"6",3076.81515656389,2015-09-11,2015-10-16,36
2015-11-23,"1",539.362281367602,2015-10-16,2015-11-23,39
2015-11-23,"2",792.447608264051,2015-10-16,2015-11-23,39
2015-11-23,"3",748.327942485281,2015-10-16,2015-11-23,39
2015-11-23,"4",858.726017691106,2015-10-16,2015-11-23,39
2015-11-23,"5",934.865483711835,2015-10-16,2015-11-23,39
2015-11-23,"6",377.670813914274,2015-10-16,2015-11-23,39
2015-12-17,"1",1028.06297178601,2015-11-23,2015-12-17,25
2015-12-17,"2",1187.34238400825,2015-11-23,2015-12-17,25
2015-12-17,"3",1092.99541032875,2015-11-23,2015-12-17,25
2015-12-17,"4",1282.11067490831,2015-11-23,2015-12-17,25
2015-12-17,"5",1388.1376605132,2015-11-23,2015-12-17,25
2015-12-17,"6",843.302058439869,2015-11-23,2015-12-17,25
2016-01-20,"1",696.038102993003,2015-12-17,2016-01-20,35
2016-01-20,"2",787.160419412509,2015-12-17,2016-01-20,35
2016-01-20,"3",935.710427169512,2015-12-17,2016-01-20,35
2016-01-20,"4",691.549902626719,2015-12-17,2016-01-20,35
2016-01-20,"5",780.578965857939,2015-12-17,2016-01-20,35
2016-01-20,"6",546.9825004457,2015-12-17,2016-01-20,35
2016-02-01,"3",NA,NA,NA,NA
2016-02-01,"5",NA,NA,NA,NA
2016-02-01,"6",NA,NA,NA,NA
2016-02-02,"1",NA,NA,NA,NA
2016-02-02,"2",NA,NA,NA,NA
2016-02-03,"3",NA,NA,NA,NA
2016-02-03,"5",NA,NA,NA,NA
2016-02-04,"1",NA,NA,NA,NA
2016-02-08,"4",NA,NA,NA,NA
2016-02-08,"6",NA,NA,NA,NA
2016-02-09,"1",NA,NA,NA,NA
2016-02-09,"2",NA,NA,NA,NA
2016-02-09,"4",NA,NA,NA,NA
2016-02-22,"1",738.743635421941,2016-01-20,2016-02-22,34
2016-02-22,"2",1038.0684479893,2016-01-20,2016-02-22,34
2016-02-22,"3",846.428414580483,2016-01-20,2016-02-22,34
2016-02-22,"4",1156.6148360393,2016-01-20,2016-02-22,34
2016-02-22,"5",832.703156878705,2016-01-20,2016-02-22,34
2016-02-22,"6",828.181492053733,2016-01-20,2016-02-22,34
2016-03-10,"1",695.620765329379,2016-02-22,2016-03-10,18
2016-03-10,"2",820.366196581245,2016-02-22,2016-03-10,18
2016-03-10,"3",918.389491198368,2016-02-22,2016-03-10,18
2016-03-10,"4",827.304796635158,2016-02-22,2016-03-10,18
2016-03-10,"5",1447.65653689864,2016-02-22,2016-03-10,18
2016-03-10,"6",925.205532093123,2016-02-22,2016-03-10,18
2016-04-05,"1",507.488161848838,2016-03-10,2016-04-05,27
2016-04-05,"2",644.454655791308,2016-03-10,2016-04-05,27
2016-04-05,"3",559.074808411659,2016-03-10,2016-04-05,27
2016-04-05,"4",419.260763851223,2016-03-10,2016-04-05,27
2016-04-05,"5",438.031088810236,2016-03-10,2016-04-05,27
2016-04-05,"6",994.614706388446,2016-03-10,2016-04-05,27
2016-05-11,"3",NA,NA,NA,NA
2016-05-11,"5",NA,NA,NA,NA
2016-05-12,"4",NA,NA,NA,NA
2016-05-12,"6",NA,NA,NA,NA
2016-05-13,"1",269.917742087976,2016-04-05,2016-05-13,39
2016-05-13,"2",434.87832932341,2016-04-05,2016-05-13,39
2016-05-13,"3",184.753276314532,2016-04-05,2016-05-13,39
2016-05-13,"4",-28.0704636944525,2016-04-05,2016-05-13,39
2016-05-13,"5",95.4356630418297,2016-04-05,2016-05-13,39
2016-05-13,"6",235.013434341075,2016-04-05,2016-05-13,39
2016-05-16,"1",NA,NA,NA,NA
2016-05-16,"2",NA,NA,NA,NA
2016-05-16,"3",NA,NA,NA,NA
2016-05-16,"4",NA,NA,NA,NA
2016-05-16,"5",NA,NA,NA,NA
2016-05-16,"6",NA,NA,NA,NA
2016-06-28,"1",26.3031734008435,2016-05-13,2016-06-28,47
2016-06-28,"2",301.331839978742,2016-05-13,2016-06-28,47
2016-06-28,"3",-43.798853831016,2016-05-13,2016-06-28,47
2016-06-28,"4",6.8652202317532,2016-05-13,2016-06-28,47
2016-06-28,"5",-235.758676486926,2016-05-13,2016-06-28,47
2016-06-28,"6",49.1137301443831,2016-05-13,2016-06-28,47
2016-07-26,"1",-156.612332855805,2016-06-28,2016-07-26,29
2016-07-26,"2",101.629368146819,2016-06-28,2016-07-26,29
2016-07-26,"3",-69.0976910157436,2016-06-28,2016-07-26,29
2016-07-26,"4",-92.5881415618019,2016-06-28,2016-07-26,29
2016-07-26,"5",-289.151031204453,2016-06-28,2016-07-26,29
2016-07-26,"6",-100.155378420461,2016-06-28,2016-07-26,29
2016-08-30,"1",-136.419237363249,2016-07-26,2016-08-30,36
2016-08-30,"2",55.1825175089423,2016-07-26,2016-08-30,36
2016-08-30,"3",-278.616263960479,2016-07-26,2016-08-30,36
2016-08-30,"4",-119.035551451128,2016-07-26,2016-08-30,36
2016-08-30,"5",-192.013307652368,2016-07-26,2016-08-30,36
2016-08-30,"6",-181.693935921529,2016-07-26,2016-08-30,36
2016-09-13,"1",-138.264166645977,2016-08-30,2016-09-13,15
2016-09-13,"2",194.904879848836,2016-08-30,2016-09-13,15
2016-09-13,"3",-105.186028761411,2016-08-30,2016-09-13,15
2016-09-13,"4",217.636009506315,2016-08-30,2016-09-13,15
2016-09-13,"5",235.724843884593,2016-08-30,2016-09-13,15
2016-09-13,"6",128.949626766403,2016-08-30,2016-09-13,15
2016-10-10,"3",NA,NA,NA,NA
2016-10-10,"5",NA,NA,NA,NA
2016-10-12,"1",NA,NA,NA,NA
2016-10-12,"2",NA,NA,NA,NA
2016-10-12,"3",NA,NA,NA,NA
2016-10-12,"5",NA,NA,NA,NA
2016-10-13,"1",435.142167681184,2016-09-13,2016-10-13,31
2016-10-13,"2",530.244955891244,2016-09-13,2016-10-13,31
2016-10-13,"3",685.812906503617,2016-09-13,2016-10-13,31
2016-10-13,"4",977.062022466145,2016-09-13,2016-10-13,31
2016-10-13,"5",1105.54375099749,2016-09-13,2016-10-13,31
2016-10-13,"6",847.310231888782,2016-09-13,2016-10-13,31
2016-10-14,"1",NA,NA,NA,NA
2016-10-14,"4",NA,NA,NA,NA
2016-10-14,"5",NA,NA,NA,NA
2016-10-14,"6",NA,NA,NA,NA
2016-10-18,"3",NA,NA,NA,NA
2016-10-18,"6",NA,NA,NA,NA
2016-11-07,"1",508.266186722305,2016-10-13,2016-11-07,26
2016-11-07,"2",530.804242000929,2016-10-13,2016-11-07,26
2016-11-07,"3",806.831088569457,2016-10-13,2016-11-07,26
2016-11-07,"4",794.532269758659,2016-10-13,2016-11-07,26
2016-11-07,"5",1149.81855300352,2016-10-13,2016-11-07,26
2016-11-07,"6",649.710965614868,2016-10-13,2016-11-07,26
2016-12-12,"1",903.172140426508,2016-11-09,2016-12-12,34
2016-12-12,"2",1020.00256564954,2016-11-09,2016-12-12,34
2016-12-12,"3",924.803308107854,2016-11-09,2016-12-12,34
2016-12-12,"4",1277.08609179585,2016-11-09,2016-12-12,34
2016-12-12,"5",1167.59162286413,2016-11-09,2016-12-12,34
2016-12-12,"6",1044.79435195403,2016-11-09,2016-12-12,34
