"Date","Ring","twig_flux","Start_date","End_date","Days"
2014-06-12,"1",11.0965484812756,2014-05-07,2014-06-12,37
2014-06-12,"2",13.3984967155129,2014-05-07,2014-06-12,37
2014-06-12,"3",12.1396187749144,2014-05-07,2014-06-12,37
2014-06-12,"4",52.787778619954,2014-05-07,2014-06-12,37
2014-06-12,"5",35.6512478243782,2014-05-07,2014-06-12,37
2014-06-12,"6",45.7687664926169,2014-05-07,2014-06-12,37
2014-07-03,"1",198.967131066676,2014-06-12,2014-07-03,22
2014-07-03,"2",348.158641930749,2014-06-12,2014-07-03,22
2014-07-03,"3",424.491385740754,2014-06-12,2014-07-03,22
2014-07-03,"4",269.988149377993,2014-06-12,2014-07-03,22
2014-07-03,"5",289.649955484973,2014-06-12,2014-07-03,22
2014-07-03,"6",552.759330109002,2014-06-12,2014-07-03,22
2014-08-14,"1",31.2507519430208,2014-07-03,2014-08-14,43
2014-08-14,"2",116.154142303713,2014-07-03,2014-08-14,43
2014-08-14,"3",51.3351500276715,2014-07-03,2014-08-14,43
2014-08-14,"4",14.6019815202483,2014-07-03,2014-08-14,43
2014-08-14,"5",50.4771830409779,2014-07-03,2014-08-14,43
2014-08-14,"6",58.7365251810679,2014-07-03,2014-08-14,43
2014-09-15,"1",22.4653786634664,2014-08-14,2014-09-15,33
2014-09-15,"2",25.5870231177362,2014-08-14,2014-09-15,33
2014-09-15,"3",24.4194905886812,2014-08-14,2014-09-15,33
2014-09-15,"4",11.9388343228903,2014-08-14,2014-09-15,33
2014-09-15,"5",47.8875852703386,2014-08-14,2014-09-15,33
2014-09-15,"6",89.3117973092471,2014-08-14,2014-09-15,33
2014-10-16,"1",108.241373127516,2014-09-15,2014-10-16,32
2014-10-16,"2",157.777632887252,2014-09-15,2014-10-16,32
2014-10-16,"3",90.0689963510873,2014-09-15,2014-10-16,32
2014-10-16,"4",75.2936070677599,2014-09-15,2014-10-16,32
2014-10-16,"5",85.544385401555,2014-09-15,2014-10-16,32
2014-10-16,"6",73.0716882100768,2014-09-15,2014-10-16,32
2014-11-12,"1",116.297512773005,2014-10-16,2014-11-12,28
2014-11-12,"2",137.832659592387,2014-10-16,2014-11-12,28
2014-11-12,"3",202.070817659499,2014-10-16,2014-11-12,28
2014-11-12,"4",115.088054198716,2014-10-16,2014-11-12,28
2014-11-12,"5",332.083436934372,2014-10-16,2014-11-12,28
2014-11-12,"6",290.788230119963,2014-10-16,2014-11-12,28
2014-12-16,"1",251.358937966293,2014-11-12,2014-12-16,35
2014-12-16,"2",192.002236720863,2014-11-12,2014-12-16,35
2014-12-16,"3",139.49409981274,2014-11-12,2014-12-16,35
2014-12-16,"4",231.956684897304,2014-11-12,2014-12-16,35
2014-12-16,"5",212.209820765092,2014-11-12,2014-12-16,35
2014-12-16,"6",476.271066789525,2014-11-12,2014-12-16,35
2015-01-13,"1",113.818983252725,2014-12-16,2015-01-13,29
2015-01-13,"2",120.613540388364,2014-12-16,2015-01-13,29
2015-01-13,"3",222.447303833105,2014-12-16,2015-01-13,29
2015-01-13,"4",258.581173752978,2014-12-16,2015-01-13,29
2015-01-13,"5",106.490922543853,2014-12-16,2015-01-13,29
2015-01-13,"6",685.528405399553,2014-12-16,2015-01-13,29
2015-02-11,"1",33.7814291439424,2015-01-13,2015-02-11,30
2015-02-11,"2",56.6181979752923,2015-01-13,2015-02-11,30
2015-02-11,"3",48.5158822811939,2015-01-13,2015-02-11,30
2015-02-11,"4",21.6606262305936,2015-01-13,2015-02-11,30
2015-02-11,"5",86.7296265965047,2015-01-13,2015-02-11,30
2015-02-11,"6",98.2623582094754,2015-01-13,2015-02-11,30
2015-03-12,"1",557.723554215818,2015-02-11,2015-03-12,30
2015-03-12,"2",165.64770608632,2015-02-11,2015-03-12,30
2015-03-12,"3",608.086882711824,2015-02-11,2015-03-12,30
2015-03-12,"4",104.21603561534,2015-02-11,2015-03-12,30
2015-03-12,"5",189.9949469429,2015-02-11,2015-03-12,30
2015-03-12,"6",352.438753463087,2015-02-11,2015-03-12,30
2015-04-17,"1",124.229759699062,2015-03-12,2015-04-17,37
2015-04-17,"2",60.1190977485823,2015-03-12,2015-04-17,37
2015-04-17,"3",65.0581101566448,2015-03-12,2015-04-17,37
2015-04-17,"4",65.4090168996688,2015-03-12,2015-04-17,37
2015-04-17,"5",48.9665295122597,2015-03-12,2015-04-17,37
2015-04-17,"6",53.5834596597608,2015-03-12,2015-04-17,37
2015-06-09,"1",31.688865159648,2015-04-17,2015-06-09,54
2015-06-09,"2",93.4875151353361,2015-04-17,2015-06-09,54
2015-06-09,"3",185.479373039557,2015-04-17,2015-06-09,54
2015-06-09,"4",31.7305767158943,2015-04-17,2015-06-09,54
2015-06-09,"5",38.9466759464948,2015-04-17,2015-06-09,54
2015-06-09,"6",150.22714921773,2015-04-17,2015-06-09,54
2015-08-24,"1",31.3946105156778,2015-06-09,2015-08-24,77
2015-08-24,"2",29.3875162894604,2015-06-09,2015-08-24,77
2015-08-24,"3",34.7522339831388,2015-06-09,2015-08-24,77
2015-08-24,"4",58.8248982739821,2015-06-09,2015-08-24,77
2015-08-24,"5",154.030976569772,2015-06-09,2015-08-24,77
2015-08-24,"6",50.1773556554347,2015-06-09,2015-08-24,77
2015-09-11,"1",28.5813542193027,2015-08-24,2015-09-11,19
2015-09-11,"2",14.2292684296221,2015-08-24,2015-09-11,19
2015-09-11,"3",9.52711807310089,2015-08-24,2015-09-11,19
2015-09-11,"4",121.185643703329,2015-08-24,2015-09-11,19
2015-09-11,"5",13.0010948290382,2015-08-24,2015-09-11,19
2015-09-11,"6",34.1783167705351,2015-08-24,2015-09-11,19
2015-10-16,"1",80.1270482927886,2015-09-11,2015-10-16,36
2015-10-16,"2",108.036165451527,2015-09-11,2015-10-16,36
2015-10-16,"3",35.1007002093409,2015-09-11,2015-10-16,36
2015-10-16,"4",118.882191583051,2015-09-11,2015-10-16,36
2015-10-16,"5",73.422724319642,2015-09-11,2015-10-16,36
2015-10-16,"6",186.11492095575,2015-09-11,2015-10-16,36
2015-11-23,"1",191.908127443419,2015-10-16,2015-11-23,39
2015-11-23,"2",140.687747666285,2015-10-16,2015-11-23,39
2015-11-23,"3",183.796641046781,2015-10-16,2015-11-23,39
2015-11-23,"4",164.806122177602,2015-10-16,2015-11-23,39
2015-11-23,"5",307.879112257653,2015-10-16,2015-11-23,39
2015-11-23,"6",157.924656259142,2015-10-16,2015-11-23,39
2015-12-17,"1",429.720397507159,2015-11-23,2015-12-17,25
2015-12-17,"2",577.640748694627,2015-11-23,2015-12-17,25
2015-12-17,"3",316.079248778845,2015-11-23,2015-12-17,25
2015-12-17,"4",565.560784066027,2015-11-23,2015-12-17,25
2015-12-17,"5",865.204438268486,2015-11-23,2015-12-17,25
2015-12-17,"6",375.426351692774,2015-11-23,2015-12-17,25
2016-01-20,"1",118.291695152038,2015-12-17,2016-01-20,35
2016-01-20,"2",299.384344440151,2015-12-17,2016-01-20,35
2016-01-20,"3",106.978048925482,2015-12-17,2016-01-20,35
2016-01-20,"4",83.0596260737746,2015-12-17,2016-01-20,35
2016-01-20,"5",295.947522515828,2015-12-17,2016-01-20,35
2016-01-20,"6",158.827616443242,2015-12-17,2016-01-20,35
2016-02-22,"1",104.410706356133,2016-01-20,2016-02-22,34
2016-02-22,"2",118.392745034989,2016-01-20,2016-02-22,34
2016-02-22,"3",300.896152020457,2016-01-20,2016-02-22,34
2016-02-22,"4",264.950541289601,2016-01-20,2016-02-22,34
2016-02-22,"5",285.402024285299,2016-01-20,2016-02-22,34
2016-02-22,"6",474.910805886046,2016-01-20,2016-02-22,34
2016-03-10,"1",140.370953838837,2016-02-22,2016-03-10,18
2016-03-10,"2",71.4301637784978,2016-02-22,2016-03-10,18
2016-03-10,"3",154.155396367744,2016-02-22,2016-03-10,18
2016-03-10,"4",52.2025384180959,2016-02-22,2016-03-10,18
2016-03-10,"5",276.803495526558,2016-02-22,2016-03-10,18
2016-03-10,"6",299.022084831912,2016-02-22,2016-03-10,18
2016-04-05,"1",53.8830800326505,2016-03-10,2016-04-05,27
2016-04-05,"2",74.6176196214094,2016-03-10,2016-04-05,27
2016-04-05,"3",274.371283087807,2016-03-10,2016-04-05,27
2016-04-05,"4",80.0958137365414,2016-03-10,2016-04-05,27
2016-04-05,"5",249.676895868154,2016-03-10,2016-04-05,27
2016-04-05,"6",148.749368367863,2016-03-10,2016-04-05,27
2016-05-13,"1",135.983750432169,2016-04-05,2016-05-13,39
2016-05-13,"2",116.602616951677,2016-04-05,2016-05-13,39
2016-05-13,"3",171.346839179809,2016-04-05,2016-05-13,39
2016-05-13,"4",115.031847557246,2016-04-05,2016-05-13,39
2016-05-13,"5",137.604385521662,2016-04-05,2016-05-13,39
2016-05-13,"6",209.286322172283,2016-04-05,2016-05-13,39
2016-06-28,"1",265.079530724784,2016-05-13,2016-06-28,47
2016-06-28,"2",153.96719906848,2016-05-13,2016-06-28,47
2016-06-28,"3",75.6585451589516,2016-05-13,2016-06-28,47
2016-06-28,"4",149.525177406244,2016-05-13,2016-06-28,47
2016-06-28,"5",136.542390755103,2016-05-13,2016-06-28,47
2016-06-28,"6",95.0125777182152,2016-05-13,2016-06-28,47
2016-07-26,"1",347.533025337472,2016-06-28,2016-07-26,29
2016-07-26,"2",100.352167142754,2016-06-28,2016-07-26,29
2016-07-26,"3",210.435014076373,2016-06-28,2016-07-26,29
2016-07-26,"4",111.460513968094,2016-06-28,2016-07-26,29
2016-07-26,"5",135.609164079983,2016-06-28,2016-07-26,29
2016-07-26,"6",478.348552660074,2016-06-28,2016-07-26,29
2016-08-30,"1",58.0650400635242,2016-07-26,2016-08-30,36
2016-08-30,"2",36.8976291881078,2016-07-26,2016-08-30,36
2016-08-30,"3",6.00050530570996,2016-07-26,2016-08-30,36
2016-08-30,"4",24.0561611203349,2016-07-26,2016-08-30,36
2016-08-30,"5",70.5623330686494,2016-07-26,2016-08-30,36
2016-08-30,"6",144.382083303256,2016-07-26,2016-08-30,36
2016-09-13,"1",417.17046849058,2016-08-30,2016-09-13,15
2016-09-13,"2",4.15072547462644,2016-08-30,2016-09-13,15
2016-09-13,"3",19.2647801920162,2016-08-30,2016-09-13,15
2016-09-13,"4",74.8258499963907,2016-08-30,2016-09-13,15
2016-09-13,"5",127.296433985418,2016-08-30,2016-09-13,15
2016-09-13,"6",64.9678769941529,2016-08-30,2016-09-13,15
2016-10-13,"1",132.011116725619,2016-09-13,2016-10-13,31
2016-10-13,"2",135.958817584639,2016-09-13,2016-10-13,31
2016-10-13,"3",87.4178878221324,2016-09-13,2016-10-13,31
2016-10-13,"4",199.543119420583,2016-09-13,2016-10-13,31
2016-10-13,"5",400.623210375611,2016-09-13,2016-10-13,31
2016-10-13,"6",270.675425298973,2016-09-13,2016-10-13,31
2016-11-07,"1",45.2627589691764,2016-10-13,2016-11-07,26
2016-11-07,"2",119.024759979788,2016-10-13,2016-11-07,26
2016-11-07,"3",14.6538655886812,2016-10-13,2016-11-07,26
2016-11-07,"4",45.3764527539161,2016-10-13,2016-11-07,26
2016-11-07,"5",139.477008590197,2016-10-13,2016-11-07,26
2016-11-07,"6",161.178084169494,2016-10-13,2016-11-07,26
2016-12-12,"1",122.06769565284,2016-11-09,2016-12-12,34
2016-12-12,"2",110.159196819126,2016-11-09,2016-12-12,34
2016-12-12,"3",164.348768125928,2016-11-09,2016-12-12,34
2016-12-12,"4",226.851639181099,2016-11-09,2016-12-12,34
2016-12-12,"5",270.616090158788,2016-11-09,2016-12-12,34
2016-12-12,"6",311.650839365759,2016-11-09,2016-12-12,34
