"Date","Ring","seed_flux","Start_date","End_date","Days"
2013-06-14,"6",16.671579361069,2013-05-13,2013-06-14,33
2013-07-08,"1",25.4395691800947,2013-06-14,2013-07-08,25
2013-07-08,"2",22.4217711900885,2013-06-14,2013-07-08,25
2013-07-08,"3",25.2617764302959,2013-06-14,2013-07-08,25
2013-07-08,"4",19.5759175041641,2013-06-14,2013-07-08,25
2013-07-08,"5",28.3520951471937,2013-06-14,2013-07-08,25
2013-07-08,"6",27.6701663765838,2013-06-14,2013-07-08,25
2013-08-15,"1",146.611792239568,2013-07-08,2013-08-15,39
2013-08-15,"2",81.0070063148439,2013-07-08,2013-08-15,39
2013-08-15,"3",100.20345203585,2013-07-08,2013-08-15,39
2013-08-15,"4",143.246781261728,2013-07-08,2013-08-15,39
2013-08-15,"5",101.972022020691,2013-07-08,2013-08-15,39
2013-08-15,"6",80.236488982267,2013-07-08,2013-08-15,39
2013-09-10,"1",195.394591933248,2013-08-15,2013-09-10,27
2013-09-10,"2",112.676695041526,2013-08-15,2013-09-10,27
2013-09-10,"3",191.555132308038,2013-08-15,2013-09-10,27
2013-09-10,"4",104.501107785595,2013-08-15,2013-09-10,27
2013-09-10,"5",199.670255632863,2013-08-15,2013-09-10,27
2013-09-10,"6",51.6685885559054,2013-08-15,2013-09-10,27
2013-10-09,"1",79.0880877566943,2013-09-10,2013-10-09,30
2013-10-09,"2",122.961594830006,2013-09-10,2013-10-09,30
2013-10-09,"3",80.1035392696106,2013-09-10,2013-10-09,30
2013-10-09,"4",65.6074607129651,2013-09-10,2013-10-09,30
2013-10-09,"5",149.131009701482,2013-09-10,2013-10-09,30
2013-10-09,"6",73.5548934308322,2013-09-10,2013-10-09,30
2013-11-11,"1",20.779633968113,2013-10-09,2013-11-11,34
2013-11-11,"2",88.5212236905011,2013-10-09,2013-11-11,34
2013-11-11,"3",80.7510850461836,2013-10-09,2013-11-11,34
2013-11-11,"4",42.9433291990139,2013-10-09,2013-11-11,34
2013-11-11,"5",101.334211238203,2013-10-09,2013-11-11,34
2013-11-11,"6",27.7569360439497,2013-10-09,2013-11-11,34
2013-12-12,"1",9.9295288703429,2013-11-11,2013-12-12,32
2013-12-12,"2",25.5269940105879,2013-11-11,2013-12-12,32
2013-12-12,"3",14.7661557464488,2013-11-11,2013-12-12,32
2013-12-12,"4",8.23068745121264,2013-11-11,2013-12-12,32
2013-12-12,"5",28.9473159935596,2013-11-11,2013-12-12,32
2013-12-12,"6",28.1051398103021,2013-11-11,2013-12-12,32
2014-01-14,"1",9.73691777127856,2013-12-12,2014-01-14,34
2014-01-14,"2",24.6357800678165,2013-12-12,2014-01-14,34
2014-01-14,"3",7.50642691016617,2013-12-12,2014-01-14,34
2014-01-14,"4",10.3366492957195,2013-12-12,2014-01-14,34
2014-01-14,"5",45.5608808312194,2013-12-12,2014-01-14,34
2014-01-14,"6",52.283828686052,2013-12-12,2014-01-14,34
2014-02-26,"1",4.31598972675626,2014-01-14,2014-02-26,44
2014-02-26,"2",17.5375029541451,2014-01-14,2014-02-26,44
2014-02-26,"3",12.7860624411619,2014-01-14,2014-02-26,44
2014-02-26,"4",3.371316132048,2014-01-14,2014-02-26,44
2014-02-26,"5",13.5257412129687,2014-01-14,2014-02-26,44
2014-02-26,"6",20.6594304799882,2014-01-14,2014-02-26,44
2014-03-13,"1",5.49660322272753,2014-02-26,2014-03-13,16
2014-03-13,"2",27.3782119663878,2014-02-26,2014-03-13,16
2014-03-13,"3",8.10922089345536,2014-02-26,2014-03-13,16
2014-03-13,"4",7.15475455243015,2014-02-26,2014-03-13,16
2014-03-13,"5",44.5417625811764,2014-02-26,2014-03-13,16
2014-03-13,"6",15.4866842587914,2014-02-26,2014-03-13,16
2014-04-14,"1",5.60460730527684,2014-03-13,2014-04-14,33
2014-04-14,"2",6.47817710965134,2014-03-13,2014-04-14,33
2014-04-14,"3",5.1981351061142,2014-03-13,2014-04-14,33
2014-04-14,"4",3.40587891611925,2014-03-13,2014-04-14,33
2014-04-14,"5",25.8465844492168,2014-03-13,2014-04-14,33
2014-04-14,"6",6.49100713744315,2014-03-13,2014-04-14,33
2014-05-07,"1",1.21795153459147,2014-04-14,2014-05-07,24
2014-05-07,"2",5.45537930882967,2014-04-14,2014-05-07,24
2014-05-07,"3",3.31606872157655,2014-04-14,2014-05-07,24
2014-05-07,"4",0.273249555111277,2014-04-14,2014-05-07,24
2014-05-07,"5",6.30259024100886,2014-04-14,2014-05-07,24
2014-05-07,"6",4.8498363248896,2014-04-14,2014-05-07,24
2014-06-12,"1",5.6688984335523,2014-05-07,2014-06-12,37
2014-06-12,"2",1.36590449722082,2014-05-07,2014-06-12,37
2014-06-12,"3",1.89928274661726,2014-05-07,2014-06-12,37
2014-06-12,"4",1.40889057324126,2014-05-07,2014-06-12,37
2014-06-12,"5",5.51449946662175,2014-05-07,2014-06-12,37
2014-06-12,"6",6.74442760092078,2014-05-07,2014-06-12,37
2014-07-03,"1",3.31757260761809,2014-06-12,2014-07-03,22
2014-07-03,"2",8.29242763300368,2014-06-12,2014-07-03,22
2014-07-03,"3",12.4611997401285,2014-06-12,2014-07-03,22
2014-07-03,"4",6.36895738588513,2014-06-12,2014-07-03,22
2014-07-03,"5",8.10293799177074,2014-06-12,2014-07-03,22
2014-07-03,"6",3.70407132029163,2014-06-12,2014-07-03,22
2014-08-14,"1",0.354165162780625,2014-07-03,2014-08-14,43
2014-08-14,"2",1.98287374575904,2014-07-03,2014-08-14,43
2014-08-14,"3",1.49411078226136,2014-07-03,2014-08-14,43
2014-08-14,"4",1.82646959743978,2014-07-03,2014-08-14,43
2014-08-14,"5",6.04637382997666,2014-07-03,2014-08-14,43
2014-08-14,"6",1.32567554560986,2014-07-03,2014-08-14,43
2014-09-15,"1",0.841847208185953,2014-08-14,2014-09-15,33
2014-09-15,"2",1.84653707680647,2014-08-14,2014-09-15,33
2014-09-15,"3",2.25907181657403,2014-08-14,2014-09-15,33
2014-09-15,"4",5.25438984335523,2014-08-14,2014-09-15,33
2014-09-15,"5",6.87492104598282,2014-08-14,2014-09-15,33
2014-09-15,"6",5.82483261748358,2014-08-14,2014-09-15,33
2014-10-16,"1",0.00101876151200509,2014-09-15,2014-10-16,32
2014-10-16,"2",8.99260786646889,2014-09-15,2014-10-16,32
2014-10-16,"3",1.65097579888367,2014-09-15,2014-10-16,32
2014-10-16,"4",3.10314756556749,2014-09-15,2014-10-16,32
2014-10-16,"5",19.0457464669351,2014-09-15,2014-10-16,32
2014-10-16,"6",13.5627720093237,2014-09-15,2014-10-16,32
2014-11-12,"1",3.2762992907005,2014-10-16,2014-11-12,28
2014-11-12,"2",1.05739898564557,2014-10-16,2014-11-12,28
2014-11-12,"3",4.57114517245897,2014-10-16,2014-11-12,28
2014-11-12,"4",9.8370856961054,2014-10-16,2014-11-12,28
2014-11-12,"5",2.55059072643711,2014-10-16,2014-11-12,28
2014-11-12,"6",38.7202197144087,2014-10-16,2014-11-12,28
2014-12-16,"1",1.62273727075469,2014-11-12,2014-12-16,35
2014-12-16,"2",6.19742591326576,2014-11-12,2014-12-16,35
2014-12-16,"3",2.29338198139286,2014-11-12,2014-12-16,35
2014-12-16,"4",2.14754926730672,2014-11-12,2014-12-16,35
2014-12-16,"5",0.449573462533068,2014-11-12,2014-12-16,35
2014-12-16,"6",19.0706461968314,2014-11-12,2014-12-16,35
2015-01-13,"1",2.34042265213311,2014-12-16,2015-01-13,29
2015-01-13,"2",4.663926586299,2014-12-16,2015-01-13,29
2015-01-13,"3",3.18974229408792,2014-12-16,2015-01-13,29
2015-01-13,"4",0,2014-12-16,2015-01-13,29
2015-01-13,"5",12.0664296542265,2014-12-16,2015-01-13,29
2015-01-13,"6",137.807469501191,2014-12-16,2015-01-13,29
2015-02-11,"1",1.18703281002248,2015-01-13,2015-02-11,30
2015-02-11,"2",0.163353138993919,2015-01-13,2015-02-11,30
2015-02-11,"3",1.85133557526441,2015-01-13,2015-02-11,30
2015-02-11,"4",2.72255231656532,2015-01-13,2015-02-11,30
2015-02-11,"5",23.2397065742015,2015-01-13,2015-02-11,30
2015-02-11,"6",3.87691449878901,2015-01-13,2015-02-11,30
2015-03-12,"1",1.5213622344967,2015-02-11,2015-03-12,30
2015-03-12,"2",1.78054921503372,2015-02-11,2015-03-12,30
2015-03-12,"3",2.96960449249136,2015-02-11,2015-03-12,30
2015-03-12,"4",7.83006046244185,2015-02-11,2015-03-12,30
2015-03-12,"5",20.4823055879842,2015-02-11,2015-03-12,30
2015-03-12,"6",6.20741928176892,2015-02-11,2015-03-12,30
2015-04-17,"1",0,2015-03-12,2015-04-17,37
2015-04-17,"2",0.614086800291955,2015-03-12,2015-04-17,37
2015-04-17,"3",2.48266520689462,2015-03-12,2015-04-17,37
2015-04-17,"4",0.175453371511987,2015-03-12,2015-04-17,37
2015-04-17,"5",0,2015-03-12,2015-04-17,37
2015-04-17,"6",0.66672281174555,2015-03-12,2015-04-17,37
2015-06-09,"1",1.69229742484769,2015-04-17,2015-06-09,54
2015-06-09,"2",1.0845004624024,2015-04-17,2015-06-09,54
2015-06-09,"3",1.3466873873788,2015-04-17,2015-06-09,54
2015-06-09,"4",0.434991943710851,2015-04-17,2015-06-09,54
2015-06-09,"5",0.959365793663657,2015-04-17,2015-06-09,54
2015-06-09,"6",1.53140999361217,2015-04-17,2015-06-09,54
2015-08-24,"1",9.32904045105183,2015-06-09,2015-08-24,77
2015-08-24,"2",0,2015-06-09,2015-08-24,77
2015-08-24,"3",0.0831094917688359,2015-06-09,2015-08-24,77
2015-08-24,"4",0.0249328475306508,2015-06-09,2015-08-24,77
2015-08-24,"5",5.40627243956278,2015-06-09,2015-08-24,77
2015-08-24,"6",4.57102204728598,2015-06-09,2015-08-24,77
2015-09-11,"1",29.932345179945,2015-08-24,2015-09-11,19
2015-09-11,"2",0,2015-08-24,2015-09-11,19
2015-09-11,"3",1.3509909606423,2015-08-24,2015-09-11,19
2015-09-11,"4",0,2015-08-24,2015-09-11,19
2015-09-11,"5",5.08814777384762,2015-08-24,2015-09-11,19
2015-09-11,"6",7.64976699792263,2015-08-24,2015-09-11,19
2015-10-16,"1",0.821121778676099,2015-09-11,2015-10-16,36
2015-10-16,"2",0.622608821193965,2015-09-11,2015-10-16,36
2015-10-16,"3",1.47982386486682,2015-09-11,2015-10-16,36
2015-10-16,"4",0.144373059987006,2015-09-11,2015-10-16,36
2015-10-16,"5",14.789215332419,2015-09-11,2015-10-16,36
2015-10-16,"6",29.0009384248899,2015-09-11,2015-10-16,36
2015-11-23,"1",0.581766442381852,2015-10-16,2015-11-23,39
2015-11-23,"2",0.606699289912502,2015-10-16,2015-11-23,39
2015-11-23,"3",0.465413153905481,2015-10-16,2015-11-23,39
2015-11-23,"4",1.24664237653254,2015-10-16,2015-11-23,39
2015-11-23,"5",3.51553150182176,2015-10-16,2015-11-23,39
2015-11-23,"6",11.3610675247999,2015-10-16,2015-11-23,39
2015-12-17,"1",1.86857840660266,2015-11-23,2015-12-17,25
2015-12-17,"2",5.61889422267138,2015-11-23,2015-12-17,25
2015-12-17,"3",4.67144601650665,2015-11-23,2015-12-17,25
2015-12-17,"4",3.00025265285498,2015-11-23,2015-12-17,25
2015-12-17,"5",14.6328111840997,2015-11-23,2015-12-17,25
2015-12-17,"6",0.921130200437932,2015-11-23,2015-12-17,25
2016-01-20,"1",0,2015-12-17,2016-01-20,35
2016-01-20,"2",0,2015-12-17,2016-01-20,35
2016-01-20,"3",0,2015-12-17,2016-01-20,35
2016-01-20,"4",0.715230508575335,2015-12-17,2016-01-20,35
2016-01-20,"5",2.51723984186904,2015-12-17,2016-01-20,35
2016-01-20,"6",0.715230508575335,2015-12-17,2016-01-20,35
2016-02-22,"1",0.0765614712052307,2016-01-20,2016-02-22,34
2016-02-22,"2",0,2016-01-20,2016-02-22,34
2016-02-22,"3",0.00957018390065384,2016-01-20,2016-02-22,34
2016-02-22,"4",0.440228459430076,2016-01-20,2016-02-22,34
2016-02-22,"5",1.11014133247584,2016-01-20,2016-02-22,34
2016-02-22,"6",0.239254597516346,2016-01-20,2016-02-22,34
2016-03-10,"1",0.668786969057456,2016-02-22,2016-03-10,18
2016-03-10,"2",0.575899890021699,2016-02-22,2016-03-10,18
2016-03-10,"3",0.0743096632286063,2016-02-22,2016-03-10,18
2016-03-10,"4",3.54828641916595,2016-02-22,2016-03-10,18
2016-03-10,"5",29.2222750646494,2016-02-22,2016-03-10,18
2016-03-10,"6",34.4982611538804,2016-02-22,2016-03-10,18
2016-04-05,"1",0.145761262486882,2016-03-10,2016-04-05,27
2016-04-05,"2",0.277640499975012,2016-03-10,2016-04-05,27
2016-04-05,"3",0,2016-03-10,2016-04-05,27
2016-04-05,"4",1.57908034360788,2016-03-10,2016-04-05,27
2016-04-05,"5",0.923154662416916,2016-03-10,2016-04-05,27
2016-04-05,"6",3.38894935281999,2016-03-10,2016-04-05,27
2016-05-13,"1",2.44341905800378,2016-04-05,2016-05-13,39
2016-05-13,"2",0.390614611313529,2016-04-05,2016-05-13,39
2016-05-13,"3",3.03349644956251,2016-04-05,2016-05-13,39
2016-05-13,"4",5.71793303369591,2016-04-05,2016-05-13,39
2016-05-13,"5",25.0159570224196,2016-04-05,2016-05-13,39
2016-05-13,"6",3.63188479029813,2016-04-05,2016-05-13,39
2016-06-28,"1",0.219698134762836,2016-05-13,2016-06-28,47
2016-06-28,"2",0.0343278335566931,2016-05-13,2016-06-28,47
2016-06-28,"3",0.267757101742206,2016-05-13,2016-06-28,47
2016-06-28,"4",1.1740119076389,2016-05-13,2016-06-28,47
2016-06-28,"5",8.0533097524002,2016-05-13,2016-06-28,47
2016-06-28,"6",8.53389942219391,2016-05-13,2016-06-28,47
2016-07-26,"1",0.105272022907192,2016-06-28,2016-07-26,29
2016-07-26,"2",0,2016-06-28,2016-07-26,29
2016-07-26,"3",0.0676748718689093,2016-06-28,2016-07-26,29
2016-07-26,"4",0,2016-06-28,2016-07-26,29
2016-07-26,"5",1.488847181116,2016-06-28,2016-07-26,29
2016-07-26,"6",0.597794701508699,2016-06-28,2016-07-26,29
2016-08-30,"1",0.60456218869559,2016-07-26,2016-08-30,36
2016-08-30,"2",1.08279794990255,2016-07-26,2016-08-30,36
2016-08-30,"3",2.24680574604779,2016-07-26,2016-08-30,36
2016-08-30,"4",0.974518154912293,2016-07-26,2016-08-30,36
2016-08-30,"5",0.586515556197214,2016-07-26,2016-08-30,36
2016-08-30,"6",0.0180466324983758,2016-07-26,2016-08-30,36
2016-09-13,"1",0.0225582906229698,2016-08-30,2016-09-13,15
2016-09-13,"2",0,2016-08-30,2016-09-13,15
2016-09-13,"3",0,2016-08-30,2016-09-13,15
2016-09-13,"4",0.518840684328304,2016-08-30,2016-09-13,15
2016-09-13,"5",2.21071248105104,2016-08-30,2016-09-13,15
2016-09-13,"6",0,2016-08-30,2016-09-13,15
2016-10-13,"1",0,2016-09-13,2016-10-13,31
2016-10-13,"2",0,2016-09-13,2016-10-13,31
2016-10-13,"3",0,2016-09-13,2016-10-13,31
2016-10-13,"4",3.7266296109146,2016-09-13,2016-10-13,31
2016-10-13,"5",7.5058952332828,2016-09-13,2016-10-13,31
2016-10-13,"6",0,2016-09-13,2016-10-13,31
2016-11-07,"1",0,2016-10-13,2016-11-07,26
2016-11-07,"2",0,2016-10-13,2016-11-07,26
2016-11-07,"3",1.11167256189995,2016-10-13,2016-11-07,26
2016-11-07,"4",1.94542698332491,2016-10-13,2016-11-07,26
2016-11-07,"5",16.7635169277413,2016-10-13,2016-11-07,26
2016-11-07,"6",0,2016-10-13,2016-11-07,26
2016-12-12,"1",1.66521199871377,2016-11-09,2016-12-12,34
2016-12-12,"2",0.548690543637487,2016-11-09,2016-12-12,34
2016-12-12,"3",0.669912873045769,2016-11-09,2016-12-12,34
2016-12-12,"4",12.2689757606382,2016-11-09,2016-12-12,34
2016-12-12,"5",14.7285130231063,2016-11-09,2016-12-12,34
2016-12-12,"6",29.1418638409872,2016-11-09,2016-12-12,34
