"Date","Start_date","End_date","Ring","canopy_p_flux","leaf_p_flux","herbivory_p_flux","Days"
"2013-02-20","2013-01-08","2013-02-20",4,0.305573702639576,0.238455192326274,0.0671185103133025,44
"2013-02-20","2013-01-08","2013-02-20",5,0.528326904031056,0.386680406976745,0.141646497054311,44
"2013-02-20","2013-01-08","2013-02-20",6,0.490486900278862,0.425689316187214,0.064797584091649,44
"2013-03-14","2013-02-20","2013-03-14",1,0.839641853404248,0.599504497499163,0.240137355905087,23
"2013-03-14","2013-02-20","2013-03-14",2,0.997897207858731,0.758506459719269,0.239390748139462,23
"2013-03-14","2013-02-20","2013-03-14",3,0.763433568036635,0.647744107833031,0.115689460203604,23
"2013-03-14","2013-02-20","2013-03-14",4,0.778389859242232,0.654759053785568,0.123630805456663,23
"2013-03-14","2013-02-20","2013-03-14",5,0.653126925407445,0.446046604040404,0.207080321367041,23
"2013-03-14","2013-02-20","2013-03-14",6,0.416878275256823,0.350146547931946,0.0667317273248755,23
"2013-04-09","2013-03-14","2013-04-09",1,0.848831080244618,0.621096623702868,0.227734456541749,27
"2013-04-09","2013-03-14","2013-04-09",2,0.982634602939025,0.766173058049479,0.216461544889546,27
"2013-04-09","2013-03-14","2013-04-09",3,0.375671595956565,0.250225933504067,0.125445662452498,27
"2013-04-09","2013-03-14","2013-04-09",4,0.416042567365364,0.309588206986991,0.106454360378373,27
"2013-04-09","2013-03-14","2013-04-09",5,0.74444316467642,0.52145937008547,0.22298379459095,27
"2013-04-09","2013-03-14","2013-04-09",6,0.439455793229952,0.370789922671851,0.0686658705581018,27
"2013-05-13","2013-04-09","2013-05-13",1,0.606745130656743,0.391413573478331,0.215331557178412,35
"2013-05-13","2013-04-09","2013-05-13",2,0.45699333347342,0.263460991833789,0.193532341639632,35
"2013-05-13","2013-04-09","2013-05-13",3,0.291317641208322,0.15611577650693,0.135201864701393,35
"2013-05-13","2013-04-09","2013-05-13",4,0.247043862298211,0.157765946998129,0.0892779153000824,35
"2013-05-13","2013-04-09","2013-05-13",5,0.48762194624623,0.248734678431373,0.238887267814857,35
"2013-05-13","2013-04-09","2013-05-13",6,0.252356095798509,0.181756082007181,0.0706000137913281,35
"2013-06-14","2013-05-13","2013-06-14",1,0.326604686044782,0.268670529175147,0.0579341568696345,33
"2013-06-14","2013-05-13","2013-06-14",2,0.350692790787698,0.292946940149337,0.0577458506383619,33
"2013-06-14","2013-05-13","2013-06-14",3,0.190767755042112,0.139061737350037,0.0517060176920753,33
"2013-06-14","2013-05-13","2013-06-14",4,0.179055652029611,0.143201235001661,0.0358544170279505,33
"2013-06-14","2013-05-13","2013-06-14",5,0.266133686935254,0.189157354166667,0.076976332768587,33
"2013-06-14","2013-05-13","2013-06-14",6,0.296295118973397,0.223760961948843,0.0725341570245544,33
"2013-07-08","2013-06-14","2013-07-08",1,0.306547866619066,0.236603300415786,0.0699445662032799,25
"2013-07-08","2013-06-14","2013-07-08",2,0.352278952459734,0.27724166764639,0.0750372848133424,25
"2013-07-08","2013-06-14","2013-07-08",3,0.191172604991716,0.13542024224108,0.0557523627506368,25
"2013-07-08","2013-06-14","2013-07-08",4,0.196570230355418,0.149274669970649,0.0472955603847697,25
"2013-07-08","2013-06-14","2013-07-08",5,0.256648093621239,0.182105440740741,0.0745426528804981,25
"2013-07-08","2013-06-14","2013-07-08",6,0.340922867524654,0.266454567266873,0.0744683002577807,25
"2013-08-15","2013-07-08","2013-08-15",1,0.628340301812617,0.542650601484889,0.0856897003277284,39
"2013-08-15","2013-07-08","2013-08-15",2,0.696354185690818,0.589903562140543,0.106450623550274,39
"2013-08-15","2013-07-08","2013-08-15",3,0.388920887652307,0.345026048652927,0.0438948389993793,39
"2013-08-15","2013-07-08","2013-08-15",4,0.461349133417227,0.414262978670042,0.0470861547471853,39
"2013-08-15","2013-07-08","2013-08-15",5,0.530150604154727,0.434274391812866,0.0958762123418618,39
"2013-08-15","2013-07-08","2013-08-15",6,0.505218300973576,0.4304382848805,0.0747800160930774,39
"2013-09-10","2013-08-15","2013-09-10",1,0.959582399834204,0.775379800673309,0.184202599160895,27
"2013-09-10","2013-08-15","2013-09-10",2,0.827869564500244,0.6252767088594,0.202592855640842,27
"2013-09-10","2013-08-15","2013-09-10",3,0.515626608755473,0.455549069290613,0.0600775394648598,27
"2013-09-10","2013-08-15","2013-09-10",4,0.545769655620554,0.462614594957644,0.0831550606629097,27
"2013-09-10","2013-08-15","2013-09-10",5,0.850166766114243,0.698296457264958,0.151870308849285,27
"2013-09-10","2013-08-15","2013-09-10",6,0.766718060463328,0.62890844318208,0.137809617281248,27
"2013-10-09","2013-09-10","2013-10-09",1,0.862870231059842,0.735972771594527,0.126897459465316,30
"2013-10-09","2013-09-10","2013-10-09",2,1.04232126897384,0.899586237091352,0.142735031882488,30
"2013-10-09","2013-09-10","2013-10-09",3,0.75941426188934,0.689443136467578,0.069971125421762,30
"2013-10-09","2013-09-10","2013-10-09",4,0.80991493998444,0.724671595315307,0.0852433446691332,30
"2013-10-09","2013-09-10","2013-10-09",5,1.00255030454893,0.8556044,0.146945904548931,30
"2013-10-09","2013-09-10","2013-10-09",6,0.913056743868735,0.791579131562441,0.121477612306295,30
"2013-11-11","2013-10-09","2013-11-11",1,0.437525292219704,0.381539670065315,0.0559856221543885,34
"2013-11-11","2013-10-09","2013-11-11",2,0.79864283388673,0.739014300881672,0.0596285330050572,34
"2013-11-11","2013-10-09","2013-11-11",3,0.860540641320358,0.804583041949924,0.055957599370434,34
"2013-11-11","2013-10-09","2013-11-11",4,0.695654376854092,0.605956352979196,0.0896980238748955,34
"2013-11-11","2013-10-09","2013-11-11",5,1.02163006772268,0.924430384511785,0.0971996832108946,34
"2013-11-11","2013-10-09","2013-11-11",6,0.831648211205982,0.784956097424189,0.046692113781793,34
"2013-12-12","2013-11-11","2013-12-12",1,0.201978994542366,0.144206887248366,0.0577721072939999,32
"2013-12-12","2013-11-11","2013-12-12",2,0.314481847395846,0.246497997579649,0.0679838498161971,32
"2013-12-12","2013-11-11","2013-12-12",3,0.455069589186101,0.410855774656274,0.0442138145298276,32
"2013-12-12","2013-11-11","2013-12-12",4,0.311985740689458,0.257635979163736,0.0543497615257218,32
"2013-12-12","2013-11-11","2013-12-12",5,0.652097177301029,0.545392319713262,0.106704857587768,32
"2013-12-12","2013-11-11","2013-12-12",6,0.460292028997842,0.399729579606327,0.0605624493915152,32
"2014-01-14","2013-12-12","2014-01-14",1,1.86490897857289,1.69885416289355,0.166054815679343,34
"2014-01-14","2013-12-12","2014-01-14",2,2.08579453845081,1.90027157029724,0.185522968153561,34
"2014-01-14","2013-12-12","2014-01-14",3,1.98985176908046,1.90907967036422,0.080772098716237,34
"2014-01-14","2013-12-12","2014-01-14",4,1.6519632689843,1.50695069965483,0.145012569329475,34
"2014-01-14","2013-12-12","2014-01-14",5,2.56864842153609,2.38198503030302,0.186663391233069,34
"2014-01-14","2013-12-12","2014-01-14",6,2.20899687875846,2.08634614225518,0.122650736503276,34
"2014-02-26","2014-01-14","2014-02-26",1,0.51353245637891,0.422245969180747,0.0912864871981627,44
"2014-02-26","2014-01-14","2014-02-26",2,0.999144849954401,0.8739742943682,0.125170555586201,44
"2014-02-26","2014-01-14","2014-02-26",3,0.783230918798564,0.685436035198275,0.0977948836002901,44
"2014-02-26","2014-01-14","2014-02-26",4,0.845873659801385,0.757237213653932,0.0886364461474531,44
"2014-02-26","2014-01-14","2014-02-26",5,0.814434664558566,0.701359906459949,0.113074758098617,44
"2014-02-26","2014-01-14","2014-02-26",6,1.04577658732544,0.950558016643426,0.0952185706820108,44
"2014-03-13","2014-02-26","2014-03-13",1,0.432414137780159,0.226100476198853,0.206313661581305,16
"2014-03-13","2014-02-26","2014-03-13",2,0.809342652229509,0.513879897354807,0.295462754874703,16
"2014-03-13","2014-02-26","2014-03-13",3,0.5512102796712,0.317579835674381,0.233630443996819,16
"2014-03-13","2014-02-26","2014-03-13",4,0.313442000315861,0.20652305770716,0.106918942608701,16
"2014-03-13","2014-02-26","2014-03-13",5,0.410757771956011,0.256057666666666,0.154700105289345,16
"2014-03-13","2014-02-26","2014-03-13",6,0.552815130912194,0.414650916581825,0.138164214330369,16
"2014-04-14","2014-03-13","2014-04-14",1,0.424578553780529,0.283551138610169,0.14102741517036,33
"2014-04-14","2014-03-13","2014-04-14",2,0.454020136018099,0.385635166822796,0.0683849691953032,33
"2014-04-14","2014-03-13","2014-04-14",3,0.461744413287723,0.399139897457326,0.0626045158303963,33
"2014-04-14","2014-03-13","2014-04-14",4,0.30636509289389,0.262500177240036,0.0438649156538559,33
"2014-04-14","2014-03-13","2014-04-14",5,0.504656943900932,0.436008732031251,0.0686482118696824,33
"2014-04-14","2014-03-13","2014-04-14",6,0.673558761234913,0.604605343752302,0.0689534174826104,33
"2014-05-07","2014-04-14","2014-05-07",1,0.230621164169463,0.154879995410049,0.0757411687594144,24
"2014-05-07","2014-04-14","2014-05-07",2,0.318396645166413,0.240643826192615,0.0777528189737976,24
"2014-05-07","2014-04-14","2014-05-07",3,0.299991996466842,0.240040191143912,0.0599518053229303,24
"2014-05-07","2014-04-14","2014-05-07",4,0.192283012389666,0.153251574350578,0.0390314380390864,24
"2014-05-07","2014-04-14","2014-05-07",5,0.319251216472289,0.254431396739131,0.0648198197331591,24
"2014-05-07","2014-04-14","2014-05-07",6,0.335642370479429,0.266333531572452,0.0693088389069763,24
"2014-06-12","2014-05-07","2014-06-12",1,0.183739735307676,0.13847954195944,0.0452601933482364,37
"2014-06-12","2014-05-07","2014-06-12",2,0.271001462451504,0.214549928733262,0.0564515337182425,37
"2014-06-12","2014-05-07","2014-06-12",3,0.348644729405411,0.289391218981269,0.0592535104241411,37
"2014-06-12","2014-05-07","2014-06-12",4,0.31138144334127,0.277312992038121,0.0340684513031486,37
"2014-06-12","2014-05-07","2014-06-12",5,0.220838199393967,0.185414434722222,0.0354237646717449,37
"2014-06-12","2014-05-07","2014-06-12",6,0.433823185246116,0.404238048328631,0.0295851369174843,37
"2014-07-03","2014-06-12","2014-07-03",1,0.35917736106261,0.281299138129326,0.0778782229332831,22
"2014-07-03","2014-06-12","2014-07-03",2,0.511813573164158,0.40671278655629,0.105100786607869,22
"2014-07-03","2014-06-12","2014-07-03",3,0.636386125293735,0.573060316319748,0.0633258089739873,22
"2014-07-03","2014-06-12","2014-07-03",4,0.533360568101478,0.480543211835382,0.0528173562660961,22
"2014-07-03","2014-06-12","2014-07-03",5,0.60764251507635,0.507757041666666,0.0998854734096836,22
"2014-07-03","2014-06-12","2014-07-03",6,1.0329122772733,0.939750947921931,0.093161329351367,22
"2014-08-14","2014-07-03","2014-08-14",1,0.144181216153828,0.105473572706373,0.0387076434474554,43
"2014-08-14","2014-07-03","2014-08-14",2,0.231307325545002,0.177320047949582,0.0539872775954199,43
"2014-08-14","2014-07-03","2014-08-14",3,0.301217253337773,0.274391195656623,0.0268260576811508,43
"2014-08-14","2014-07-03","2014-08-14",4,0.252350522555809,0.217748227685256,0.0346022948705542,43
"2014-08-14","2014-07-03","2014-08-14",5,0.312346239396136,0.2685746375,0.0437716018961362,43
"2014-08-14","2014-07-03","2014-08-14",6,0.262077674925825,0.210429890622117,0.0516477843037074,43
"2014-09-15","2014-08-14","2014-09-15",1,0.192798827793718,0.14671620930052,0.0460826184931971,33
"2014-09-15","2014-08-14","2014-09-15",2,0.216267711452393,0.153177795149598,0.0630899163027954,33
"2014-09-15","2014-08-14","2014-09-15",3,0.234173073577393,0.195665228620179,0.0385078449572145,33
"2014-09-15","2014-08-14","2014-09-15",4,0.170309432305196,0.144564383063508,0.0257450492416886,33
"2014-09-15","2014-08-14","2014-09-15",5,0.253342892924098,0.206751480468751,0.046591412455348,33
"2014-09-15","2014-08-14","2014-09-15",6,0.244731491053014,0.189406000347727,0.0553254907052865,33
"2014-10-16","2014-09-15","2014-10-16",1,0.4836702172266,0.413799417170002,0.0698708000565971,32
"2014-10-16","2014-09-15","2014-10-16",2,1.06455798917789,0.992365434167715,0.0721925550101708,32
"2014-10-16","2014-09-15","2014-10-16",3,0.926462263711551,0.876272631478274,0.0501896322332782,32
"2014-10-16","2014-09-15","2014-10-16",4,0.748326142125242,0.700761584114723,0.047564558010518,32
"2014-10-16","2014-09-15","2014-10-16",5,0.843501687677903,0.761538462096775,0.081963225581129,32
"2014-10-16","2014-09-15","2014-10-16",6,3.06159394935695,3.01174135145371,0.0498525979032458,32
"2014-11-12","2014-10-16","2014-11-12",1,0.549288528173431,0.479001711527832,0.0702868166455976,28
"2014-11-12","2014-10-16","2014-11-12",2,0.606098605201768,0.560845872501837,0.0452527326999326,28
"2014-11-12","2014-10-16","2014-11-12",3,0.654296815529733,0.611750447218078,0.0425463683116548,28
"2014-11-12","2014-10-16","2014-11-12",4,0.551576155071777,0.480455649296783,0.071120505774994,28
"2014-11-12","2014-10-16","2014-11-12",5,0.858904746732949,0.777187037037037,0.0817177096959114,28
"2014-11-12","2014-10-16","2014-11-12",6,0.702311971555546,0.662881320416846,0.0394306511386999,28
"2014-12-16","2014-11-12","2014-12-16",1,0.599798313159879,0.45525540280327,0.144542910356609,35
"2014-12-16","2014-11-12","2014-12-16",2,0.550199441568104,0.45385013926343,0.0963493023046744,35
"2014-12-16","2014-11-12","2014-12-16",3,0.446774627223125,0.38981539354561,0.0569592336775155,35
"2014-12-16","2014-11-12","2014-12-16",4,0.46758546360581,0.386553840439298,0.0810316231665114,35
"2014-12-16","2014-11-12","2014-12-16",5,0.701351845048996,0.585570531617648,0.115781313431349,35
"2014-12-16","2014-11-12","2014-12-16",6,1.10586425954567,0.963040190076842,0.142824069468828,35
"2015-01-13","2014-12-16","2015-01-13",1,0.807392135499569,0.642564176232435,0.164827959267135,29
"2015-01-13","2014-12-16","2015-01-13",2,0.745185778726771,0.652349425154541,0.0928363535722292,29
"2015-01-13","2014-12-16","2015-01-13",3,1.4549691679203,1.32122473105434,0.133744436865957,29
"2015-01-13","2014-12-16","2015-01-13",4,0.611046402338372,0.530521094357947,0.0805253079804261,29
"2015-01-13","2014-12-16","2015-01-13",5,1.3850000316116,1.2140133875,0.170986644111603,29
"2015-01-13","2014-12-16","2015-01-13",6,1.0087285012475,0.916477602921261,0.0922508983262346,29
"2015-02-11","2015-01-13","2015-02-11",1,1.23996689637033,1.04706547289427,0.192901423476064,30
"2015-02-11","2015-01-13","2015-02-11",2,1.27932085638873,1.06172653646945,0.217594319919285,30
"2015-02-11","2015-01-13","2015-02-11",3,1.44062435040248,1.17757576354669,0.263048586855781,30
"2015-02-11","2015-01-13","2015-02-11",4,0.418937390452961,0.349329238044728,0.0696081524082323,30
"2015-02-11","2015-01-13","2015-02-11",5,1.15443801534351,0.913488775862069,0.240949239481442,30
"2015-02-11","2015-01-13","2015-02-11",6,0.65439044964788,0.581063374053641,0.0733270755942392,30
"2015-03-12","2015-02-11","2015-03-12",1,2.85015477335323,1.72056438031841,1.12959039303482,30
"2015-03-12","2015-02-11","2015-03-12",2,2.12230368523432,1.46843129812219,0.653872387112125,30
"2015-03-12","2015-02-11","2015-03-12",3,1.70287532454322,1.16864920429328,0.534226120249944,30
"2015-03-12","2015-02-11","2015-03-12",4,1.79756260805195,1.32831616206338,0.469246445988568,30
"2015-03-12","2015-02-11","2015-03-12",5,2.61823798082663,1.70657172241379,0.911666258412832,30
"2015-03-12","2015-02-11","2015-03-12",6,0.829239496384129,0.621988976087098,0.207250520297031,30
"2015-04-17","2015-03-12","2015-04-17",1,0.403934472823143,0.254358152203461,0.149576320619683,37
"2015-04-17","2015-03-12","2015-04-17",2,0.387899747201987,0.329473897423782,0.0584258497782052,37
"2015-04-17","2015-03-12","2015-04-17",3,0.322950488034548,0.27916401578113,0.0437864722534167,37
"2015-04-17","2015-03-12","2015-04-17",4,0.463651303249221,0.39726637304155,0.0663849302076704,37
"2015-04-17","2015-03-12","2015-04-17",5,0.365930108629534,0.316152833333333,0.049777275296201,37
"2015-04-17","2015-03-12","2015-04-17",6,0.163381162857977,0.146655540418316,0.0167256224396602,37
"2015-06-09","2015-04-17","2015-06-09",1,0.376752042663691,0.296367022668046,0.0803850199956452,54
"2015-06-09","2015-04-17","2015-06-09",2,0.414843652364816,0.337238829619106,0.0776048227457104,54
"2015-06-09","2015-04-17","2015-06-09",3,0.231789601515802,0.179920858728765,0.0518687427870361,54
"2015-06-09","2015-04-17","2015-06-09",4,0.251660942577437,0.212083076982053,0.0395778655953833,54
"2015-06-09","2015-04-17","2015-06-09",5,0.234472307768311,0.18050249528302,0.0539698124852917,54
"2015-06-09","2015-04-17","2015-06-09",6,0.158873324084762,0.148038750909709,0.0108345731750529,54
"2015-08-24","2015-06-09","2015-08-24",1,0.476770066230036,0.377654829706713,0.0991152365233234,77
"2015-08-24","2015-06-09","2015-08-24",2,0.392003221244048,0.315506135744187,0.0764970854998603,77
"2015-08-24","2015-06-09","2015-08-24",3,0.272219815766945,0.244693338467945,0.0275264772990016,77
"2015-08-24","2015-06-09","2015-08-24",4,0.523009063485512,0.460279396981538,0.062729666503975,77
"2015-08-24","2015-06-09","2015-08-24",5,0.315611162337208,0.264802148026316,0.0508090143108924,77
"2015-08-24","2015-06-09","2015-08-24",6,0.481998297676779,0.398482480752534,0.0835158169242447,77
"2015-09-11","2015-08-24","2015-09-11",1,0.517539520415755,0.405649609537879,0.111889910877876,19
"2015-09-11","2015-08-24","2015-09-11",2,0.44812865064869,0.338464439132229,0.109664211516461,19
"2015-09-11","2015-08-24","2015-09-11",3,0.302022783584333,0.266833005958486,0.0351897776258468,19
"2015-09-11","2015-08-24","2015-09-11",4,0.321759396359691,0.272927568229918,0.0488318281297734,19
"2015-09-11","2015-08-24","2015-09-11",5,0.357218979999309,0.292462430555556,0.0647565494437545,19
"2015-09-11","2015-08-24","2015-09-11",6,0.357639629860126,0.284832795931354,0.0728068339287718,19
"2015-10-16","2015-09-11","2015-10-16",1,2.50104024708825,2.13647871639957,0.364561530688674,36
"2015-10-16","2015-09-11","2015-10-16",2,2.4349825467734,2.18245564634474,0.252526900428653,36
"2015-10-16","2015-09-11","2015-10-16",3,2.10059671972686,1.94610911902888,0.154487600697989,36
"2015-10-16","2015-09-11","2015-10-16",4,1.58472204143592,1.45021076428892,0.134511277147,36
"2015-10-16","2015-09-11","2015-10-16",5,2.66661572778884,2.3397794,0.326836327788833,36
"2015-10-16","2015-09-11","2015-10-16",6,4.63863032201783,4.27520552695264,0.363424795065192,36
"2015-11-23","2015-10-16","2015-11-23",1,0.472350010261106,0.411908226278888,0.0604417839822172,39
"2015-11-23","2015-10-16","2015-11-23",2,0.736118195468754,0.68115789750863,0.0549602979601229,39
"2015-11-23","2015-10-16","2015-11-23",3,0.861585640415474,0.805560088832326,0.0560255515831468,39
"2015-11-23","2015-10-16","2015-11-23",4,0.719753101934376,0.626947776374152,0.0928053255602256,39
"2015-11-23","2015-10-16","2015-11-23",5,0.901707557637072,0.815917513157895,0.0857900444791765,39
"2015-11-23","2015-10-16","2015-11-23",6,0.410299041842825,0.387263184507782,0.0230358573350444,39
"2015-12-17","2015-11-23","2015-12-17",1,1.27507206347347,0.967797729876375,0.30727433359709,25
"2015-12-17","2015-11-23","2015-12-17",2,1.39793533717134,1.15313302690429,0.244802310267041,25
"2015-12-17","2015-11-23","2015-12-17",3,1.28628340582818,1.12229531737416,0.163988088454021,25
"2015-12-17","2015-11-23","2015-12-17",4,1.36058159725021,1.12479553490031,0.235786062349907,25
"2015-12-17","2015-11-23","2015-12-17",5,1.72315828546,1.43869403125,0.284464254210001,25
"2015-12-17","2015-11-23","2015-12-17",6,0.94607156586183,0.823884968475415,0.122186597386414,25
"2016-01-20","2015-12-17","2016-01-20",1,0.614811451976585,0.489298566096588,0.125512885879996,35
"2016-01-20","2015-12-17","2016-01-20",2,0.64731934283495,0.566675335526803,0.0806440073081465,35
"2016-01-20","2015-12-17","2016-01-20",3,0.927431612562862,0.842179758785641,0.0852518537772213,35
"2016-01-20","2015-12-17","2016-01-20",4,0.417161652525586,0.362186988705138,0.0549746638204482,35
"2016-01-20","2015-12-17","2016-01-20",5,0.751381829880703,0.65861919117647,0.0927626387042316,35
"2016-01-20","2015-12-17","2016-01-20",6,0.387862080060654,0.352391063560151,0.0354710165005026,35
"2016-02-22","2016-01-20","2016-02-22",1,0.816221759795961,0.689242289781341,0.12697947001462,34
"2016-02-22","2016-01-20","2016-02-22",2,1.25761576673004,1.0437131744954,0.213902592234641,34
"2016-02-22","2016-01-20","2016-02-22",3,0.892457804733463,0.729500844927833,0.162956959805631,34
"2016-02-22","2016-01-20","2016-02-22",4,1.52384486449918,1.27065183854398,0.253193025955202,34
"2016-02-22","2016-01-20","2016-02-22",5,1.02563259836451,0.811567060606061,0.214065537758447,34
"2016-02-22","2016-01-20","2016-02-22",6,0.723436566181265,0.642372596185134,0.081063969996131,34
"2016-03-10","2016-02-22","2016-03-10",1,1.20671145711809,0.728460352346699,0.478251104771393,18
"2016-03-10","2016-02-22","2016-03-10",2,1.21299984202734,0.839279950858477,0.373719891168865,18
"2016-03-10","2016-02-22","2016-03-10",3,1.35676048581642,0.931117527697593,0.425642958118827,18
"2016-03-10","2016-02-22","2016-03-10",4,1.39326008669255,1.0295551781182,0.36370490857435,18
"2016-03-10","2016-02-22","2016-03-10",5,3.02882170417084,1.97419085294117,1.05463085122966,18
"2016-03-10","2016-02-22","2016-03-10",6,1.20984921553899,0.90747350804464,0.302375707494353,18
"2016-04-05","2016-03-10","2016-04-05",1,0.894966859606718,0.563561993364624,0.331404866242095,27
"2016-04-05","2016-03-10","2016-04-05",2,0.784322112475007,0.666186727619167,0.118135384855839,27
"2016-04-05","2016-03-10","2016-04-05",3,0.636096439661473,0.549852819856957,0.0862436198045153,27
"2016-04-05","2016-03-10","2016-04-05",4,0.781022366148033,0.669196701248527,0.111825664899506,27
"2016-04-05","2016-03-10","2016-04-05",5,0.895826675191594,0.773967855769232,0.121858819422364,27
"2016-04-05","2016-03-10","2016-04-05",6,1.28059145051459,1.14949500875782,0.131096441756769,27
"2016-05-13","2016-04-05","2016-05-13",1,0.686847428383907,0.451996786980954,0.234850641402953,39
"2016-05-13","2016-04-05","2016-05-13",2,0.818751673553258,0.535537814398273,0.283213859154985,39
"2016-05-13","2016-04-05","2016-05-13",3,0.441444875369583,0.283359542886544,0.158085332483039,39
"2016-05-13","2016-04-05","2016-05-13",4,0.500306926237802,0.354755016582191,0.145551909655611,39
"2016-05-13","2016-04-05","2016-05-13",5,0.958200358228831,0.596048940789474,0.362151417439357,39
"2016-05-13","2016-04-05","2016-05-13",6,0.571908156318828,0.453811355193068,0.118096801125759,39
"2016-06-28","2016-05-13","2016-06-28",1,0.509694489250094,0.400944443940818,0.108750045309277,47
"2016-06-28","2016-05-13","2016-06-28",2,0.64746365224073,0.526342594512106,0.121121057728624,47
"2016-06-28","2016-05-13","2016-06-28",3,0.391289684261947,0.303728793456326,0.0875608908056211,47
"2016-06-28","2016-05-13","2016-06-28",4,0.715620717770869,0.603077466938482,0.112543250832386,47
"2016-06-28","2016-05-13","2016-06-28",5,0.695950691782184,0.535759798913043,0.160190892869139,47
"2016-06-28","2016-05-13","2016-06-28",6,0.522174910530347,0.48656451268093,0.035610397849417,47
"2016-07-26","2016-06-28","2016-07-26",1,0.347296308818797,0.270009834603615,0.0772864742151818,29
"2016-07-26","2016-06-28","2016-07-26",2,0.385482387782514,0.304840994526688,0.0806413932558265,29
"2016-07-26","2016-06-28","2016-07-26",3,0.530191897227732,0.420419603292215,0.109772293935518,29
"2016-07-26","2016-06-28","2016-07-26",4,0.544283537307546,0.448570376312391,0.0957131609951541,29
"2016-07-26","2016-06-28","2016-07-26",5,0.489633951320532,0.375766125,0.113867826320532,29
"2016-07-26","2016-06-28","2016-07-26",6,0.4281242956965,0.359978180247134,0.0681461154493661,29
"2016-08-30","2016-07-26","2016-08-30",1,0.394732877644512,0.312672267504633,0.0820606101398804,36
"2016-08-30","2016-07-26","2016-08-30",2,0.292527000024932,0.235442104495481,0.0570848955294512,36
"2016-08-30","2016-07-26","2016-08-30",3,0.162793278923608,0.146331856069082,0.0164614228545254,36
"2016-08-30","2016-07-26","2016-08-30",4,0.288879796773554,0.254231576357307,0.0346482204162473,36
"2016-08-30","2016-07-26","2016-08-30",5,0.304222926484652,0.25524726,0.0489756664846511,36
"2016-08-30","2016-07-26","2016-08-30",6,0.201891555535493,0.166909817483879,0.0349817380516145,36
"2016-09-13","2016-08-30","2016-09-13",1,0.267236614371922,0.20946115996535,0.0577754544065723,15
"2016-09-13","2016-08-30","2016-09-13",2,0.534742891132778,0.403882796748674,0.130860094384105,15
"2016-09-13","2016-08-30","2016-09-13",3,0.297980857364885,0.26326201932563,0.0347188380392551,15
"2016-09-13","2016-08-30","2016-09-13",4,0.590544235909782,0.500920265460952,0.0896239704488318,15
"2016-09-13","2016-08-30","2016-09-13",5,0.68466498856498,0.560549125,0.12411586356498,15
