"Date","Ring","Depth","p_mineralization_mg_m2_d","End_date","Start_date","Days"
2014-10-13,5,"10_30",3.6712756068331,2014-10-13,2014-10-13,1
2014-10-13,5,"transition",1.59677142675057,2014-10-13,2014-10-13,1
2014-10-13,6,"0_10",2.78423333333334,2014-10-13,2014-10-13,1
2014-10-13,6,"10_30",3.09024224250739,2014-10-13,2014-10-13,1
2014-10-13,6,"transition",1.70335180972984,2014-10-13,2014-10-13,1
2015-01-12,1,"0_10",1.329,2015-01-12,2015-01-12,1
2015-01-12,1,"10_30",0.833008752909876,2015-01-12,2015-01-12,1
2015-01-12,1,"transition",0.709813209178583,2015-01-12,2015-01-12,1
2015-01-12,2,"0_10",0.505033333333332,2015-01-12,2015-01-12,1
2015-01-12,2,"10_30",0.379484458757318,2015-01-12,2015-01-12,1
2015-01-12,2,"transition",0.207646767063986,2015-01-12,2015-01-12,1
2015-01-12,3,"0_10",1.0332,2015-01-12,2015-01-12,1
2015-01-12,3,"10_30",0.741804566748578,2015-01-12,2015-01-12,1
2015-01-12,3,"transition",0.211502779009629,2015-01-12,2015-01-12,1
2015-01-12,4,"0_10",0.0735,2015-01-12,2015-01-12,1
2015-01-12,4,"10_30",0.0544797413912706,2015-01-12,2015-01-12,1
2015-01-12,4,"transition",0.0126261167069009,2015-01-12,2015-01-12,1
2015-01-12,5,"0_10",2.04453333333333,2015-01-12,2015-01-12,1
2015-01-12,5,"10_30",1.91389610917178,2015-01-12,2015-01-12,1
2015-01-12,5,"transition",0.832423099809384,2015-01-12,2015-01-12,1
2015-01-12,6,"0_10",-0.363600000000001,2015-01-12,2015-01-12,1
2015-01-12,6,"10_30",-0.40356246939637,2015-01-12,2015-01-12,1
2015-01-12,6,"transition",-0.222444976361334,2015-01-12,2015-01-12,1
2015-04-24,1,"0_10",2.64692500000001,2015-04-24,2015-04-24,1
2015-04-24,1,"10_30",1.65907576621217,2015-04-24,2015-04-24,1
2015-04-24,1,"transition",1.41371130828068,2015-04-24,2015-04-24,1
2015-04-24,2,"0_10",2.59056666666666,2015-04-24,2015-04-24,1
2015-04-24,2,"10_30",1.94656416614365,2015-04-24,2015-04-24,1
2015-04-24,2,"transition",1.0651233447239,2015-04-24,2015-04-24,1
2015-04-24,3,"0_10",1.7568,2015-04-24,2015-04-24,1
2015-04-24,3,"10_30",1.26132623196274,2015-04-24,2015-04-24,1
2015-04-24,3,"transition",0.359628418664457,2015-04-24,2015-04-24,1
2015-04-24,4,"0_10",2.06535,2015-04-24,2015-04-24,1
2015-04-24,4,"10_30",1.5308807330947,2015-04-24,2015-04-24,1
2015-04-24,4,"transition",0.354793879463914,2015-04-24,2015-04-24,1
2015-04-24,5,"0_10",2.56666666666666,2015-04-24,2015-04-24,1
2015-04-24,5,"10_30",2.40266728195884,2015-04-24,2015-04-24,1
2015-04-24,5,"transition",1.0450074782399,2015-04-24,2015-04-24,1
2015-04-24,6,"0_10",1.97286666666667,2015-04-24,2015-04-24,1
2015-04-24,6,"10_30",2.18970006542845,2015-04-24,2015-04-24,1
2015-04-24,6,"transition",1.20696996433094,2015-04-24,2015-04-24,1
2015-07-25,1,"0_10",-0.601741666666668,2015-07-25,2015-07-25,1
2015-07-25,1,"10_30",-0.377167852011971,2015-07-25,2015-07-25,1
2015-07-25,1,"transition",-0.321387647489192,2015-07-25,2015-07-25,1
2015-07-25,2,"0_10",0.879266666666665,2015-07-25,2015-07-25,1
2015-07-25,2,"10_30",0.66068517280051,2015-07-25,2015-07-25,1
2015-07-25,2,"transition",0.361514515320033,2015-07-25,2015-07-25,1
2015-07-25,3,"0_10",0.5544,2015-07-25,2015-07-25,1
2015-07-25,3,"10_30",0.398041474840701,2015-07-25,2015-07-25,1
2015-07-25,3,"transition",0.113489296053947,2015-07-25,2015-07-25,1
2015-07-25,4,"0_10",-0.4704,2015-07-25,2015-07-25,1
2015-07-25,4,"10_30",-0.348670344904132,2015-07-25,2015-07-25,1
2015-07-25,4,"transition",-0.0808071469241655,2015-07-25,2015-07-25,1
2015-07-25,5,"0_10",-0.501599999999999,2015-07-25,2015-07-25,1
2015-07-25,5,"10_30",-0.469549834531384,2015-07-25,2015-07-25,1
2015-07-25,5,"transition",-0.204224318604598,2015-07-25,2015-07-25,1
2015-07-25,6,"0_10",-0.538666666666668,2015-07-25,2015-07-25,1
2015-07-25,6,"10_30",-0.597870325031659,2015-07-25,2015-07-25,1
2015-07-25,6,"transition",-0.329548113127902,2015-07-25,2015-07-25,1
2015-10-20,1,"0_10",5.36399166666668,2015-10-20,2015-10-20,1
2015-10-20,1,"10_30",3.36211588327236,2015-10-20,2015-10-20,1
2015-10-20,1,"transition",2.86488498037911,2015-10-20,2015-10-20,1
2015-10-20,2,"0_10",1.69313333333333,2015-10-20,2015-10-20,1
2015-10-20,2,"10_30",1.27222847324396,2015-10-20,2015-10-20,1
2015-10-20,2,"transition",0.696139521236097,2015-10-20,2015-10-20,1
2015-10-20,3,"0_10",0.8316,2015-10-20,2015-10-20,1
2015-10-20,3,"10_30",0.597062212261051,2015-10-20,2015-10-20,1
2015-10-20,3,"transition",0.170233944080921,2015-10-20,2015-10-20,1
2015-10-20,4,"0_10",1.150275,2015-10-20,2015-10-20,1
2015-10-20,4,"10_30",0.852607952773384,2015-10-20,2015-10-20,1
2015-10-20,4,"transition",0.197598726462998,2015-10-20,2015-10-20,1
2015-10-20,5,"0_10",0.932799999999998,2015-10-20,2015-10-20,1
2015-10-20,5,"10_30",0.873197937900468,2015-10-20,2015-10-20,1
2015-10-20,5,"transition",0.379785574948901,2015-10-20,2015-10-20,1
2015-10-20,6,"0_10",0.929200000000002,2015-10-20,2015-10-20,1
2015-10-20,6,"10_30",1.03132631067961,2015-10-20,2015-10-20,1
2015-10-20,6,"transition",0.568470495145631,2015-10-20,2015-10-20,1
2016-01-21,1,"0_10",-2.07840833333334,2016-01-21,2016-01-21,1
2016-01-21,1,"10_30",-1.30273313302294,2016-01-21,2016-01-21,1
2016-01-21,1,"transition",-1.11006899102095,2016-01-21,2016-01-21,1
2016-01-21,2,"0_10",-1.89296666666666,2016-01-21,2016-01-21,1
2016-01-21,2,"10_30",-1.42238419433498,2016-01-21,2016-01-21,1
2016-01-21,2,"transition",-0.778301911081559,2016-01-21,2016-01-21,1
2016-01-21,3,"0_10",-1.332,2016-01-21,2016-01-21,1
2016-01-21,3,"10_30",-0.956333413578307,2016-01-21,2016-01-21,1
2016-01-21,3,"transition",-0.272669087921822,2016-01-21,2016-01-21,1
2016-01-21,4,"0_10",-1.323,2016-01-21,2016-01-21,1
2016-01-21,4,"10_30",-0.98063534504287,2016-01-21,2016-01-21,1
2016-01-21,4,"transition",-0.227270100724215,2016-01-21,2016-01-21,1
2016-01-21,5,"0_10",-1.57226666666666,2016-01-21,2016-01-21,1
2016-01-21,5,"10_30",-1.47180532929136,2016-01-21,2016-01-21,1
2016-01-21,5,"transition",-0.640141723813242,2016-01-21,2016-01-21,1
2016-01-21,6,"0_10",-1.7473,2016-01-21,2016-01-21,1
2016-01-21,6,"10_30",-1.93934186682144,2016-01-21,2016-01-21,1
2016-01-21,6,"transition",-1.06897169195863,2016-01-21,2016-01-21,1
