"Date","Ring","Live_g_C_m2","Dead_g_C_m2","Total_g_C_m2"
2016-09-26,1,31.3739248442831,86.4547751557169,117.8287
2016-09-26,2,49.3762708428433,91.0294596571567,140.4057305
2016-09-26,3,62.1567253692878,80.6832411307122,142.8399665
2016-09-26,4,56.9752754945778,79.2770280054222,136.2523035
2016-09-26,5,42.9551549739423,67.7946995260577,110.7498545
2016-09-26,6,74.4162895880575,118.871311411943,193.287601
2016-11-10,1,44.4897602823283,92.2859942176717,136.7757545
2016-11-10,2,63.2569787039591,97.060740796041,160.3177195
2016-11-10,3,79.7509206957766,92.7800603042234,172.530981
2016-11-10,4,82.8235837685407,104.689917231459,187.513501
2016-11-10,5,92.6599673165361,125.513154683464,218.173122
2016-11-10,6,95.6508359189754,138.226097581025,233.8769335
2016-12-15,1,48.4610905038152,77.6466834961848,126.107774
2016-12-15,2,60.7568858292066,78.1233911707934,138.880277
2016-12-15,3,86.4780164698806,90.2483240301194,176.7263405
2016-12-15,4,88.7228038888953,101.985473111105,190.708277
2016-12-15,5,90.7300653056574,105.842803694343,196.572869
2016-12-15,6,98.9918050119693,129.650030488031,228.6418355
2017-01-24,1,53.6176000996686,67.3358854003314,120.9534855
2017-01-24,2,66.1504650676973,71.5537549323027,137.70422
2017-01-24,3,84.3467229788134,78.9814945211866,163.3282175
2017-01-24,4,95.9906654208932,100.404952579107,196.395618
2017-01-24,5,63.8429627289118,64.2501822710882,128.093145
2017-01-24,6,92.0603965064534,109.414554993547,201.4749515
2017-03-08,1,95.817196607702,94.940091392298,190.757288
2017-03-08,2,85.9688626755502,78.3180473244498,164.28691
2017-03-08,3,91.962085975708,77.236264524292,169.1983505
2017-03-08,4,128.874884290605,122.688619209395,251.5635035
2017-03-08,5,105.388565438956,91.5031840610438,196.8917495
2017-03-08,6,98.3153924553199,106.12133754468,204.43673
