"Date","Ring","bark_flux","Start_date","End_date","Days"
2013-08-15,"4",187.936786551185,2013-07-08,2013-08-15,39
2013-08-15,"5",78.4235939351495,2013-07-08,2013-08-15,39
2013-08-15,"6",40.8595811577115,2013-07-08,2013-08-15,39
2013-09-10,"1",140.920908859262,2013-08-15,2013-09-10,27
2013-09-10,"2",297.783780982366,2013-08-15,2013-09-10,27
2013-09-10,"3",90.0631848080054,2013-08-15,2013-09-10,27
2013-09-10,"4",137.470145934017,2013-08-15,2013-09-10,27
2013-09-10,"5",54.5438644225911,2013-08-15,2013-09-10,27
2013-09-10,"6",62.8144664274023,2013-08-15,2013-09-10,27
2013-10-09,"1",42.0681523816162,2013-09-10,2013-10-09,30
2013-10-09,"2",32.0975607867281,2013-09-10,2013-10-09,30
2013-10-09,"3",59.1352883437008,2013-09-10,2013-10-09,30
2013-10-09,"4",23.2111500254589,2013-09-10,2013-10-09,30
2013-10-09,"5",40.6122524050422,2013-09-10,2013-10-09,30
2013-10-09,"6",160.330016901605,2013-09-10,2013-10-09,30
2013-11-11,"1",48.2277720782016,2013-10-09,2013-11-11,34
2013-11-11,"2",90.3289250939579,2013-10-09,2013-11-11,34
2013-11-11,"3",11.0282545856068,2013-10-09,2013-11-11,34
2013-11-11,"4",38.8898246402036,2013-10-09,2013-11-11,34
2013-11-11,"5",22.9012374035113,2013-10-09,2013-11-11,34
2013-11-11,"6",117.683488072573,2013-10-09,2013-11-11,34
2013-12-12,"1",40.6825430460698,2013-11-11,2013-12-12,32
2013-12-12,"2",93.8845331174465,2013-11-11,2013-12-12,32
2013-12-12,"3",82.8810032220031,2013-11-11,2013-12-12,32
2013-12-12,"4",137.586232502205,2013-11-11,2013-12-12,32
2013-12-12,"5",157.286816229912,2013-11-11,2013-12-12,32
2013-12-12,"6",286.717523241346,2013-11-11,2013-12-12,32
2014-01-14,"1",128.66155236039,2013-12-12,2014-01-14,34
2014-01-14,"2",163.576135279016,2013-12-12,2014-01-14,34
2014-01-14,"3",473.832139825066,2013-12-12,2014-01-14,34
2014-01-14,"4",696.495015848225,2013-12-12,2014-01-14,34
2014-01-14,"5",461.385796656135,2013-12-12,2014-01-14,34
2014-01-14,"6",392.192091029888,2013-12-12,2014-01-14,34
2014-02-26,"1",101.452198993828,2014-01-14,2014-02-26,44
2014-02-26,"2",215.181237620337,2014-01-14,2014-02-26,44
2014-02-26,"3",174.189454387346,2014-01-14,2014-02-26,44
2014-02-26,"4",284.95129087982,2014-01-14,2014-02-26,44
2014-02-26,"5",320.815592141256,2014-01-14,2014-02-26,44
2014-02-26,"6",260.995621989547,2014-01-14,2014-02-26,44
2014-03-13,"1",75.0210544045814,2014-02-26,2014-03-13,16
2014-03-13,"2",37.6321748732057,2014-02-26,2014-03-13,16
2014-03-13,"3",81.3224037579773,2014-02-26,2014-03-13,16
2014-03-13,"4",151.868695375517,2014-02-26,2014-03-13,16
2014-03-13,"5",195.266969850093,2014-02-26,2014-03-13,16
2014-03-13,"6",116.050006550259,2014-02-26,2014-03-13,16
2014-04-14,"1",209.712020861907,2014-03-13,2014-04-14,33
2014-04-14,"2",59.4829696184942,2014-03-13,2014-04-14,33
2014-04-14,"3",21.492270401718,2014-03-13,2014-04-14,33
2014-04-14,"4",96.5311552551794,2014-03-13,2014-04-14,33
2014-04-14,"5",111.34687657908,2014-03-13,2014-04-14,33
2014-04-14,"6",69.0768696311268,2014-03-13,2014-04-14,33
2014-05-07,"1",41.5421710569677,2014-04-14,2014-05-07,24
2014-05-07,"2",68.2011665970956,2014-04-14,2014-05-07,24
2014-05-07,"3",25.2199727574313,2014-04-14,2014-05-07,24
2014-05-07,"4",28.5593844058264,2014-04-14,2014-05-07,24
2014-05-07,"5",52.4007513676209,2014-04-14,2014-05-07,24
2014-05-07,"6",151.950095568689,2014-04-14,2014-05-07,24
2014-06-12,"1",15.6232454662849,2014-05-07,2014-06-12,37
2014-06-12,"2",14.8424779630565,2014-05-07,2014-06-12,37
2014-06-12,"3",9.86311127954635,2014-05-07,2014-06-12,37
2014-06-12,"4",56.1635014878446,2014-05-07,2014-06-12,37
2014-06-12,"5",7.01638032676436,2014-05-07,2014-06-12,37
2014-06-12,"6",109.581157711527,2014-05-07,2014-06-12,37
2014-07-03,"1",170.339156380086,2014-06-12,2014-07-03,22
2014-07-03,"2",209.289804855747,2014-06-12,2014-07-03,22
2014-07-03,"3",172.528814456556,2014-06-12,2014-07-03,22
2014-07-03,"4",128.708582978416,2014-06-12,2014-07-03,22
2014-07-03,"5",301.082497172694,2014-06-12,2014-07-03,22
2014-07-03,"6",142.23603792199,2014-06-12,2014-07-03,22
2014-08-14,"1",27.0774681777714,2014-07-03,2014-08-14,43
2014-08-14,"2",62.8774753964244,2014-07-03,2014-08-14,43
2014-08-14,"3",69.8675377174619,2014-07-03,2014-08-14,43
2014-08-14,"4",10.9340034649534,2014-07-03,2014-08-14,43
2014-08-14,"5",43.5976563439929,2014-07-03,2014-08-14,43
2014-08-14,"6",55.9708787506918,2014-07-03,2014-08-14,43
2014-09-15,"1",57.6907134284993,2014-08-14,2014-09-15,33
2014-09-15,"2",164.551027981304,2014-08-14,2014-09-15,33
2014-09-15,"3",34.7298983072259,2014-08-14,2014-09-15,33
2014-09-15,"4",5.4784218671046,2014-08-14,2014-09-15,33
2014-09-15,"5",46.6282686963113,2014-08-14,2014-09-15,33
2014-09-15,"6",40.7363251642244,2014-08-14,2014-09-15,33
2014-10-16,"1",59.9154020440431,2014-09-15,2014-10-16,32
2014-10-16,"2",18.1044108298424,2014-09-15,2014-10-16,32
2014-10-16,"3",35.8464336361287,2014-09-15,2014-10-16,32
2014-10-16,"4",121.913152618625,2014-09-15,2014-10-16,32
2014-10-16,"5",46.1590653474384,2014-09-15,2014-10-16,32
2014-10-16,"6",24.9199253451564,2014-09-15,2014-10-16,32
2014-11-12,"1",8.2381206370595,2014-10-16,2014-11-12,28
2014-11-12,"2",10.0862294836524,2014-10-16,2014-11-12,28
2014-11-12,"3",8.70482660528138,2014-10-16,2014-11-12,28
2014-11-12,"4",83.3649149402055,2014-10-16,2014-11-12,28
2014-11-12,"5",99.0987378051552,2014-10-16,2014-11-12,28
2014-11-12,"6",61.0390582598769,2014-10-16,2014-11-12,28
2014-12-16,"1",92.4365767024344,2014-11-12,2014-12-16,35
2014-12-16,"2",49.5933403679815,2014-11-12,2014-12-16,35
2014-12-16,"3",200.687178610707,2014-11-12,2014-12-16,35
2014-12-16,"4",82.4530734476711,2014-11-12,2014-12-16,35
2014-12-16,"5",60.5781663347502,2014-11-12,2014-12-16,35
2014-12-16,"6",46.7379915584223,2014-11-12,2014-12-16,35
2015-01-13,"1",213.223218797372,2014-12-16,2015-01-13,29
2015-01-13,"2",387.720620082293,2014-12-16,2015-01-13,29
2015-01-13,"3",270.56526564643,2014-12-16,2015-01-13,29
2015-01-13,"4",337.046803941385,2014-12-16,2015-01-13,29
2015-01-13,"5",265.387010033928,2014-12-16,2015-01-13,29
2015-01-13,"6",77.0895744604057,2014-12-16,2015-01-13,29
2015-02-11,"1",138.109633914725,2015-01-13,2015-02-11,30
2015-02-11,"2",206.391246014183,2015-01-13,2015-02-11,30
2015-02-11,"3",174.123555958251,2015-01-13,2015-02-11,30
2015-02-11,"4",166.38061716994,2015-01-13,2015-02-11,30
2015-02-11,"5",433.582791726926,2015-01-13,2015-02-11,30
2015-02-11,"6",61.4316704709798,2015-01-13,2015-02-11,30
2015-03-12,"1",377.044092279277,2015-02-11,2015-03-12,30
2015-03-12,"2",304.641624993466,2015-02-11,2015-03-12,30
2015-03-12,"3",673.747999312983,2015-02-11,2015-03-12,30
2015-03-12,"4",253.867113310449,2015-02-11,2015-03-12,30
2015-03-12,"5",371.619679043753,2015-02-11,2015-03-12,30
2015-03-12,"6",120.699456360753,2015-02-11,2015-03-12,30
2015-04-17,"1",954.352296333726,2015-03-12,2015-04-17,37
2015-04-17,"2",133.405971029139,2015-03-12,2015-04-17,37
2015-04-17,"3",117.562531581607,2015-03-12,2015-04-17,37
2015-04-17,"4",44.5827017011959,2015-03-12,2015-04-17,37
2015-04-17,"5",280.474746745591,2015-03-12,2015-04-17,37
2015-04-17,"6",248.538473415305,2015-03-12,2015-04-17,37
2015-06-09,"1",28.900149684899,2015-04-17,2015-06-09,54
2015-06-09,"2",24.7945407915185,2015-04-17,2015-06-09,54
2015-06-09,"3",19.3422445107592,2015-04-17,2015-06-09,54
2015-06-09,"4",30.1753315472842,2015-04-17,2015-06-09,54
2015-06-09,"5",9.76646295537102,2015-04-17,2015-06-09,54
2015-06-09,"6",9.83200968661512,2015-04-17,2015-06-09,54
2015-08-24,"1",80.9070902369618,2015-06-09,2015-08-24,77
2015-08-24,"2",10.3388207760432,2015-06-09,2015-08-24,77
2015-08-24,"3",4.99903592989548,2015-06-09,2015-08-24,77
2015-08-24,"4",3.91861253690061,2015-06-09,2015-08-24,77
2015-08-24,"5",57.6114996941571,2015-06-09,2015-08-24,77
2015-08-24,"6",88.5116087338103,2015-06-09,2015-08-24,77
2015-09-11,"1",43.9335242266015,2015-08-24,2015-09-11,19
2015-09-11,"2",68.2689068553141,2015-08-24,2015-09-11,19
2015-09-11,"3",260.337712649486,2015-08-24,2015-09-11,19
2015-09-11,"4",0.280725394419179,2015-08-24,2015-09-11,19
2015-09-11,"5",104.464937398237,2015-08-24,2015-09-11,19
2015-09-11,"6",86.884509572736,2015-08-24,2015-09-11,19
2015-10-16,"1",19.0121273370389,2015-09-11,2015-10-16,36
2015-10-16,"2",156.022161264708,2015-09-11,2015-10-16,36
2015-10-16,"3",14.8704251786617,2015-09-11,2015-10-16,36
2015-10-16,"4",6.69530065689742,2015-09-11,2015-10-16,36
2015-10-16,"5",159.694650978127,2015-09-11,2015-10-16,36
2015-10-16,"6",207.834043167545,2015-09-11,2015-10-16,36
2015-11-23,"1",99.4488178505891,2015-10-16,2015-11-23,39
2015-11-23,"2",17.2202866945028,2015-10-16,2015-11-23,39
2015-11-23,"3",9.87340762213771,2015-10-16,2015-11-23,39
2015-11-23,"4",189.398220792,2015-10-16,2015-11-23,39
2015-11-23,"5",20.7108853487939,2015-10-16,2015-11-23,39
2015-11-23,"6",26.8111220446265,2015-10-16,2015-11-23,39
2015-12-17,"1",76.0327185447196,2015-11-23,2015-12-17,25
2015-12-17,"2",45.9643970018528,2015-11-23,2015-12-17,25
2015-12-17,"3",61.0972502947617,2015-11-23,2015-12-17,25
2015-12-17,"4",170.369610072427,2015-11-23,2015-12-17,25
2015-12-17,"5",207.451680141486,2015-11-23,2015-12-17,25
2015-12-17,"6",302.328090786593,2015-11-23,2015-12-17,25
2016-01-20,"1",65.6432987545701,2015-12-17,2016-01-20,35
2016-01-20,"2",51.8774336414707,2015-12-17,2016-01-20,35
2016-01-20,"3",166.174984394971,2015-12-17,2016-01-20,35
2016-01-20,"4",59.1876467615849,2015-12-17,2016-01-20,35
2016-01-20,"5",100.225158279583,2015-12-17,2016-01-20,35
2016-01-20,"6",323.590717236869,2015-12-17,2016-01-20,35
2016-02-22,"1",62.866538043395,2016-01-20,2016-02-22,34
2016-02-22,"2",45.5540753671123,2016-01-20,2016-02-22,34
2016-02-22,"3",279.688624496608,2016-01-20,2016-02-22,34
2016-02-22,"4",60.655825562344,2016-01-20,2016-02-22,34
2016-02-22,"5",78.5903501921693,2016-01-20,2016-02-22,34
2016-02-22,"6",85.9881023473747,2016-01-20,2016-02-22,34
2016-03-10,"1",67.417441964153,2016-02-22,2016-03-10,18
2016-03-10,"2",117.632196890884,2016-02-22,2016-03-10,18
2016-03-10,"3",147.393217013941,2016-02-22,2016-03-10,18
2016-03-10,"4",71.2072347888119,2016-02-22,2016-03-10,18
2016-03-10,"5",134.593377522813,2016-02-22,2016-03-10,18
2016-03-10,"6",104.405076836192,2016-02-22,2016-03-10,18
2016-04-05,"1",185.444766198935,2016-03-10,2016-04-05,27
2016-04-05,"2",82.5859019706923,2016-03-10,2016-04-05,27
2016-04-05,"3",65.2646052785012,2016-03-10,2016-04-05,27
2016-04-05,"4",15.9244179266918,2016-03-10,2016-04-05,27
2016-04-05,"5",147.874800792941,2016-03-10,2016-04-05,27
2016-04-05,"6",44.7851478990943,2016-03-10,2016-04-05,27
2016-05-13,"1",75.7127470014096,2016-04-05,2016-05-13,39
2016-05-13,"2",35.4212653918779,2016-04-05,2016-05-13,39
2016-05-13,"3",56.5809419962235,2016-04-05,2016-05-13,39
2016-05-13,"4",40.9314246961517,2016-04-05,2016-05-13,39
2016-05-13,"5",52.3174250684822,2016-04-05,2016-05-13,39
2016-05-13,"6",116.627549799207,2016-04-05,2016-05-13,39
2016-06-28,"1",49.1505920864732,2016-05-13,2016-06-28,47
2016-06-28,"2",3.98889425928774,2016-05-13,2016-06-28,47
2016-06-28,"3",64.6599072873871,2016-05-13,2016-06-28,47
2016-06-28,"4",101.404420326471,2016-05-13,2016-06-28,47
2016-06-28,"5",41.9211503394336,2016-05-13,2016-06-28,47
2016-06-28,"6",193.210778390491,2016-05-13,2016-06-28,47
2016-07-26,"1",230.530691306336,2016-06-28,2016-07-26,29
2016-07-26,"2",132.114240339895,2016-06-28,2016-07-26,29
2016-07-26,"3",181.199469429005,2016-06-28,2016-07-26,29
2016-07-26,"4",308.360553670685,2016-06-28,2016-07-26,29
2016-07-26,"5",33.4201075579297,2016-06-28,2016-07-26,29
2016-07-26,"6",113.580993286653,2016-06-28,2016-07-26,29
2016-08-30,"1",227.919945138237,2016-07-26,2016-08-30,36
2016-08-30,"2",60.9769931216549,2016-07-26,2016-08-30,36
2016-08-30,"3",0.38800259871508,2016-07-26,2016-08-30,36
2016-08-30,"4",82.211434346351,2016-07-26,2016-08-30,36
2016-08-30,"5",14.4463293149498,2016-07-26,2016-08-30,36
2016-08-30,"6",67.7290117664044,2016-07-26,2016-08-30,36
2016-09-13,"1",811.895437811304,2016-08-30,2016-09-13,15
2016-09-13,"2",94.5643542914892,2016-08-30,2016-09-13,15
2016-09-13,"3",19.2647801920162,2016-08-30,2016-09-13,15
2016-09-13,"4",2.12047931855916,2016-08-30,2016-09-13,15
2016-09-13,"5",15.632895401718,2016-08-30,2016-09-13,15
2016-09-13,"6",227.432686060781,2016-08-30,2016-09-13,15
2016-10-13,"1",32.1184941889843,2016-09-13,2016-10-13,31
2016-10-13,"2",2.91603503452922,2016-09-13,2016-10-13,31
2016-10-13,"3",5.30570995452249,2016-09-13,2016-10-13,31
2016-10-13,"4",0.642159339733872,2016-09-13,2016-10-13,31
2016-10-13,"5",296.056510021897,2016-09-13,2016-10-13,31
2016-10-13,"6",94.456074496499,2016-09-13,2016-10-13,31
2016-11-07,"1",1.28852956038403,2016-10-13,2016-11-07,26
2016-11-07,"2",8.43860535624053,2016-10-13,2016-11-07,26
2016-11-07,"3",2.13912750547415,2016-10-13,2016-11-07,26
2016-11-07,"4",10.7756442647802,2016-10-13,2016-11-07,26
2016-11-07,"5",87.4684183931278,2016-10-13,2016-11-07,26
2016-11-07,"6",15.4623547246084,2016-10-13,2016-11-07,26
2016-12-12,"1",10.6611848653284,2016-11-09,2016-12-12,34
2016-12-12,"2",42.6319792161126,2016-11-09,2016-12-12,34
2016-12-12,"3",23.6192138668137,2016-11-09,2016-12-12,34
2016-12-12,"4",25.4471189918385,2016-11-09,2016-12-12,34
2016-12-12,"5",32.040975699389,2016-11-09,2016-12-12,34
2016-12-12,"6",44.3252875311227,2016-11-09,2016-12-12,34
